mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm
100	100	0	0	2/4	4	1	1/8		1/8	1	1336		articStaccatoBelow			
100	100	1/8	1/8	2/4	4	1	0									
100	100	1/8	1/8	2/4	4	1	1/16		1/16	1	1337					
100	100	3/16	3/16	2/4	4	1	1/16		1/16	1	1338					
100	100	1/4	1/4	2/4	4	1	1/8		1/8	1	1339		articStaccatoBelow			
100	100	3/8	3/8	2/4	4	1	1/16		1/16	1	1340					
100	100	7/16	7/16	2/4	4	1	1/16		1/16	1	1341					
101	101	1/8	1/8	2/4	1	1	1/16		1/16	1	1342					
101	101	3/16	3/16	2/4	1	1	1/16		1/16	1	1343					
101	101	3/8	3/8	2/4	1	1	1/8		1/8	1	1344					
101	101	0	0	2/4	2	1	1/8		1/8	1	1345					
101	101	0	0	2/4	3	1	1/8		1/8	1	1346					
101	101	0	0	2/4	4	1	1/8		1/8	1	1347					
102	102	0	0	2/4	1	1	1/4		1/4	1	1348					
102	102	1/4	1/4	2/4	1	1	1/32		1/32	1	1349					
102	102	9/32	9/32	2/4	1	1	1/32		1/32	1	1350					
102	102	5/16	5/16	2/4	1	1	1/32		1/32	1	1351					
102	102	11/32	11/32	2/4	1	1	1/32		1/32	1	1352					
102	102	3/8	3/8	2/4	1	1	1/32		1/32	1	1353					
102	102	13/32	13/32	2/4	1	1	1/32		1/32	1	1354					
102	102	7/16	7/16	2/4	1	1	1/32		1/32	1	1355					
102	102	15/32	15/32	2/4	1	1	1/32		1/32	1	1356					
102	102	0	0	2/4	2	1	0					f				
102	102	0	0	2/4	2	1	1/2		1/2	1	1357					
102	102	0	0	2/4	3	1	0					f				
102	102	0	0	2/4	3	1	0					f				
102	102	0	0	2/4	3	1	1/2		1/2	1	1358					
102	102	0	0	2/4	4	1	0					f				
102	102	0	0	2/4	4	1	1/2		1/2	1	1359					
103	103	0	0	2/4	1	1	1/4		1/4	1	1360					
103	103	15/32	15/32	2/4	1	1	1/32		1/32	1	1361					
103	103	0	0	2/4	2	1	1/4		1/4	1	1362					
103	103	15/32	15/32	2/4	2	1	1/32		1/32	1	1363					
103	103	0	0	2/4	3	1	1/4		1/4	1	1364					
103	103	15/32	15/32	2/4	3	1	1/32		1/32	1	1365					
103	103	0	0	2/4	4	1	1/4		1/4	1	1366					
103	103	15/32	15/32	2/4	4	1	1/32		1/32	1	1367					
104	104	0	0	2/4	1	1	1/8		1/8	1	1368					
104	104	7/32	7/32	2/4	1	1	1/32		1/32	1	1369					
104	104	1/4	1/4	2/4	1	1	1/8		1/8	1	1370					
104	104	15/32	15/32	2/4	1	1	1/32		1/32	1	1371					
104	104	0	0	2/4	2	1	1/8		1/8	1	1372					
104	104	7/32	7/32	2/4	2	1	1/32		1/32	1	1373					
104	104	1/4	1/4	2/4	2	1	1/8		1/8	1	1374					
104	104	15/32	15/32	2/4	2	1	1/32		1/32	1	1375					
104	104	0	0	2/4	3	1	1/8		1/8	1	1376					
104	104	7/32	7/32	2/4	3	1	1/32		1/32	1	1377					
104	104	1/4	1/4	2/4	3	1	1/8		1/8	1	1378					
104	104	15/32	15/32	2/4	3	1	1/32		1/32	1	1379					
104	104	0	0	2/4	4	1	7/32		1/8	7/4	1380					
104	104	7/32	7/32	2/4	4	1	1/32		1/32	1	1381					
104	104	1/4	1/4	2/4	4	1	1/8		1/8	1	1382					
104	104	15/32	15/32	2/4	4	1	1/32		1/32	1	1383					
105	105	0	0	2/4	1	1	1/8		1/8	1	1384					
105	105	0	0	2/4	2	1	1/8		1/8	1	1385					
105	105	0	0	2/4	3	1	1/8		1/8	1	1386					
105	105	0	0	2/4	4	1	1/8		1/8	1	1387					
106	106	0	0	2/4	1	1	0									
106	106	0	0	2/4	1	1	0					pp				
106	106	0	0	2/4	1	1	1/2		1/2	1	1388					
106	106	0	0	2/4	4	1	0									
106	106	0	0	2/4	4	1	0					pp				
106	106	0	0	2/4	4	1	7/32		1/8	7/4	1389					
106	106	7/32	7/32	2/4	4	1	1/32		1/32	1	1390					
106	106	1/4	1/4	2/4	4	1	7/32		1/8	7/4	1391					
106	106	15/32	15/32	2/4	4	1	1/32		1/32	1	1392					
107	107	0	0	2/4	1	1	1/2		1/2	1	1393					
107	107	0	0	2/4	3	1	0									
107	107	0	0	2/4	3	1	1/2		1/2	1	1394					
107	107	0	0	2/4	4	1	0					pp				
107	107	0	0	2/4	4	1	7/32		1/8	7/4	1395					
107	107	7/32	7/32	2/4	4	1	1/32		1/32	1	1396					
107	107	1/4	1/4	2/4	4	1	7/32		1/8	7/4	1397					
107	107	15/32	15/32	2/4	4	1	1/32		1/32	1	1398					
108	108	0	0	2/4	1	1	1/16		1/16	1	1399					
108	108	1/16	1/16	2/4	1	1	1/16		1/16	1	1400					
108	108	1/8	1/8	2/4	1	1	1/16		1/16	1	1401		articStaccatoBelow			
108	108	3/16	3/16	2/4	1	1	1/16		1/16	1	1402		articStaccatoBelow			
108	108	1/4	1/4	2/4	1	1	1/16		1/16	1	1403		articStaccatoBelow			
108	108	5/16	5/16	2/4	1	1	1/16		1/16	1	1404		articStaccatoBelow			
108	108	3/8	3/8	2/4	1	1	1/16		1/16	1	1405		articStaccatoBelow			
108	108	7/16	7/16	2/4	1	1	1/16		1/16	1	1406		articStaccatoBelow			
108	108	0	0	2/4	3	1	1/4		1/4	1	1407					
108	108	1/4	1/4	2/4	3	1	1/4		1/4	1	1408					
108	108	0	0	2/4	4	1	7/32		1/8	7/4	1409					
108	108	7/32	7/32	2/4	4	1	1/32		1/32	1	1410					
108	108	1/4	1/4	2/4	4	1	7/32		1/8	7/4	1411					
108	108	15/32	15/32	2/4	4	1	1/32		1/32	1	1412					
109	109	0	0	2/4	1	1	1/2		1/2	1	1413					
109	109	0	0	2/4	3	1	1/4		1/4	1	1414					
109	109	1/4	1/4	2/4	3	1	1/4		1/4	1	1415					
109	109	0	0	2/4	4	1	7/32		1/8	7/4	1416					
109	109	7/32	7/32	2/4	4	1	1/32		1/32	1	1417					
109	109	1/4	1/4	2/4	4	1	7/32		1/8	7/4	1418					
109	109	15/32	15/32	2/4	4	1	1/32		1/32	1	1419					
110	110	0	0	2/4	1	1	1/16		1/16	1	1420					
110	110	1/16	1/16	2/4	1	1	1/16		1/16	1	1421					
110	110	1/8	1/8	2/4	1	1	1/16		1/16	1	1422		articStaccatoAbove			
110	110	3/16	3/16	2/4	1	1	1/16		1/16	1	1423		articStaccatoAbove			
110	110	1/4	1/4	2/4	1	1	1/16		1/16	1	1424		articStaccatoAbove			
110	110	5/16	5/16	2/4	1	1	1/16		1/16	1	1425		articStaccatoAbove			
110	110	3/8	3/8	2/4	1	1	1/16		1/16	1	1426		articStaccatoAbove			
110	110	7/16	7/16	2/4	1	1	1/16		1/16	1	1427		articStaccatoAbove			
110	110	0	0	2/4	3	1	1/4		1/4	1	1428					
110	110	1/4	1/4	2/4	3	1	3/16		1/8	3/2	1429					
110	110	7/16	7/16	2/4	3	1	1/16		1/16	1	1430					
110	110	0	0	2/4	4	1	7/32		1/8	7/4	1431					
110	110	7/32	7/32	2/4	4	1	1/32		1/32	1	1432					
110	110	1/4	1/4	2/4	4	1	7/32		1/8	7/4	1433					
110	110	15/32	15/32	2/4	4	1	1/32		1/32	1	1434					
111	111	0	0	2/4	1	1	1/2		1/2	1	1435					
111	111	0	0	2/4	3	1	1/4		1/4	1	1436					
111	111	1/4	1/4	2/4	3	1	1/4		1/4	1	1437					
111	111	0	0	2/4	4	1	7/32		1/8	7/4	1438					
111	111	7/32	7/32	2/4	4	1	1/32		1/32	1	1439					
111	111	1/4	1/4	2/4	4	1	7/32		1/8	7/4	1440					
111	111	15/32	15/32	2/4	4	1	1/32		1/32	1	1441					
112	112	0	0	2/4	1	1	1/2		1/2	1	1442					
112	112	0	0	2/4	2	1	0					pp				
112	112	1/4	1/4	2/4	2	1	0									
112	112	1/4	1/4	2/4	2	1	1/4		1/4	1	1443					
112	112	0	0	2/4	3	1	1/2		1/2	1	1444					
112	112	0	0	2/4	4	1	7/32		1/8	7/4	1445					
112	112	7/32	7/32	2/4	4	1	1/32		1/32	1	1446					
112	112	1/4	1/4	2/4	4	1	7/32		1/8	7/4	1447					
112	112	15/32	15/32	2/4	4	1	1/32		1/32	1	1448					
113	113	0	0	2/4	1	1	1/8		1/8	1	1449					
113	113	7/32	7/32	2/4	1	1	1/32		1/32	1	1450					
113	113	1/4	1/4	2/4	1	1	1/8		1/8	1	1451					
113	113	15/32	15/32	2/4	1	1	1/32		1/32	1	1452					
113	113	0	0	2/4	2	1	1/2		1/2	1	1453					
113	113	0	0	2/4	3	1	1/8		1/8	1	1454					
113	113	0	0	2/4	4	1	1/8		1/8	1	1455					
113	113	1/8	1/8	2/4	4	1	1/8		1/8	1	1456					
113	113	3/8	3/8	2/4	4	1	1/8		1/8	1	1457					
114	114	0	0	2/4	1	1	1/8		1/8	1	1458					
114	114	7/32	7/32	2/4	1	1	1/32		1/32	1	1459					
114	114	1/4	1/4	2/4	1	1	1/8		1/8	1	1460					
114	114	15/32	15/32	2/4	1	1	1/32		1/32	1	1461					
114	114	0	0	2/4	2	1	1/2		1/2	1	1462					
114	114	0	0	2/4	3	1	1/2		1/2	1	1463					
114	114	1/8	1/8	2/4	4	1	1/8		1/8	1	1464					
114	114	3/8	3/8	2/4	4	1	1/8		1/8	1	1465					
115	115	0	0	2/4	1	1	1/8		1/8	1	1466					
115	115	7/32	7/32	2/4	1	1	1/32		1/32	1	1467					
115	115	1/4	1/4	2/4	1	1	1/8		1/8	1	1468					
115	115	15/32	15/32	2/4	1	1	1/32		1/32	1	1469					
115	115	0	0	2/4	2	1	1/16		1/16	1	1470					
115	115	1/16	1/16	2/4	2	1	1/16		1/16	1	1471					
115	115	1/8	1/8	2/4	2	1	1/16		1/16	1	1472		articStaccatoAbove			
115	115	3/16	3/16	2/4	2	1	1/16		1/16	1	1473		articStaccatoAbove			
115	115	1/4	1/4	2/4	2	1	1/16		1/16	1	1474		articStaccatoAbove			
115	115	5/16	5/16	2/4	2	1	1/16		1/16	1	1475		articStaccatoAbove			
115	115	3/8	3/8	2/4	2	1	1/16		1/16	1	1476		articStaccatoAbove			
115	115	7/16	7/16	2/4	2	1	1/16		1/16	1	1477		articStaccatoAbove			
115	115	0	0	2/4	3	1	1/2		1/2	1	1478					
115	115	1/8	1/8	2/4	4	1	1/8		1/8	1	1479					
115	115	3/8	3/8	2/4	4	1	1/8		1/8	1	1480					
116	116	0	0	2/4	1	1	1/8		1/8	1	1481					
116	116	7/32	7/32	2/4	1	1	1/32		1/32	1	1482					
116	116	1/4	1/4	2/4	1	1	1/8		1/8	1	1483					
116	116	15/32	15/32	2/4	1	1	1/32		1/32	1	1484					
116	116	0	0	2/4	2	1	1/2		1/2	1	1485					
116	116	0	0	2/4	3	1	1/16		1/16	1	1486					
116	116	1/16	1/16	2/4	3	1	1/16		1/16	1	1487					
116	116	1/8	1/8	2/4	3	1	1/16		1/16	1	1488		articStaccatoAbove			
116	116	3/16	3/16	2/4	3	1	1/16		1/16	1	1489		articStaccatoAbove			
116	116	1/4	1/4	2/4	3	1	1/16		1/16	1	1490		articStaccatoAbove			
116	116	5/16	5/16	2/4	3	1	1/16		1/16	1	1491		articStaccatoAbove			
116	116	3/8	3/8	2/4	3	1	1/16		1/16	1	1492		articStaccatoAbove			
116	116	7/16	7/16	2/4	3	1	1/16		1/16	1	1493		articStaccatoAbove			
116	116	1/8	1/8	2/4	4	1	1/8		1/8	1	1494					
116	116	3/8	3/8	2/4	4	1	1/8		1/8	1	1495					
117	117	0	0	2/4	1	1	1/8		1/8	1	1496					
117	117	7/32	7/32	2/4	1	1	1/32		1/32	1	1497					
117	117	1/4	1/4	2/4	1	1	1/8		1/8	1	1498					
117	117	15/32	15/32	2/4	1	1	1/32		1/32	1	1499					
117	117	0	0	2/4	2	1	1/16		1/16	1	1500					
117	117	1/16	1/16	2/4	2	1	1/16		1/16	1	1501					
117	117	1/8	1/8	2/4	2	1	1/16		1/16	1	1502		articStaccatoAbove			
117	117	3/16	3/16	2/4	2	1	1/16		1/16	1	1503		articStaccatoAbove			
117	117	1/4	1/4	2/4	2	1	1/16		1/16	1	1504		articStaccatoAbove			
117	117	5/16	5/16	2/4	2	1	1/16		1/16	1	1505		articStaccatoAbove			
117	117	3/8	3/8	2/4	2	1	1/16		1/16	1	1506		articStaccatoAbove			
117	117	7/16	7/16	2/4	2	1	1/16		1/16	1	1507		articStaccatoAbove			
117	117	0	0	2/4	3	1	3/8		1/4	3/2	1508					
117	117	3/8	3/8	2/4	3	1	1/8		1/8	1	1509					
117	117	1/8	1/8	2/4	4	1	1/8		1/8	1	1510					
117	117	3/8	3/8	2/4	4	1	1/8		1/8	1	1511					
118	118	0	0	2/4	1	1	1/8		1/8	1	1512					
118	118	1/8	1/8	2/4	1	1	1/8		1/8	1	1513					
118	118	3/8	3/8	2/4	1	1	1/8		1/8	1	1514					
118	118	0	0	2/4	2	1	1/8		1/8	1	1515					
118	118	7/32	7/32	2/4	2	1	1/32		1/32	1	1516					
118	118	1/4	1/4	2/4	2	1	1/8		1/8	1	1517					
118	118	15/32	15/32	2/4	2	1	1/32		1/32	1	1518					
118	118	0	0	2/4	3	1	1/2		1/2	1	1519					
118	118	0	0	2/4	4	1	1/8		1/8	1	1520					
119	119	1/8	1/8	2/4	1	1	1/8		1/8	1	1521					
119	119	3/8	3/8	2/4	1	1	1/8		1/8	1	1522					
119	119	0	0	2/4	2	1	1/8		1/8	1	1523					
119	119	7/32	7/32	2/4	2	1	1/32		1/32	1	1524					
119	119	1/4	1/4	2/4	2	1	1/8		1/8	1	1525					
119	119	15/32	15/32	2/4	2	1	1/32		1/32	1	1526					
119	119	0	0	2/4	3	1	1/2		1/2	1	1527					
119	119	0	0	2/4	4	1	1/16		1/16	1	1528		articStaccatoAbove			
119	119	1/16	1/16	2/4	4	1	1/16		1/16	1	1529		articStaccatoAbove			
119	119	1/8	1/8	2/4	4	1	1/16		1/16	1	1530		articStaccatoAbove			
119	119	3/16	3/16	2/4	4	1	1/16		1/16	1	1531		articStaccatoAbove			
119	119	1/4	1/4	2/4	4	1	1/16		1/16	1	1532		articStaccatoAbove			
119	119	5/16	5/16	2/4	4	1	1/16		1/16	1	1533		articStaccatoAbove			
119	119	3/8	3/8	2/4	4	1	1/16		1/16	1	1534		articStaccatoAbove			
119	119	7/16	7/16	2/4	4	1	1/16		1/16	1	1535		articStaccatoAbove			
120	120	1/8	1/8	2/4	1	1	1/8		1/8	1	1536					
120	120	3/8	3/8	2/4	1	1	1/8		1/8	1	1537					
120	120	0	0	2/4	2	1	1/8		1/8	1	1538					
120	120	7/32	7/32	2/4	2	1	1/32		1/32	1	1539					
120	120	1/4	1/4	2/4	2	1	1/8		1/8	1	1540					
120	120	15/32	15/32	2/4	2	1	1/32		1/32	1	1541					
120	120	0	0	2/4	3	1	1/16		1/16	1	1542					
120	120	1/16	1/16	2/4	3	1	1/16		1/16	1	1543					
120	120	1/8	1/8	2/4	3	1	1/16		1/16	1	1544					
120	120	3/16	3/16	2/4	3	1	1/16		1/16	1	1545					
120	120	1/4	1/4	2/4	3	1	1/16		1/16	1	1546					
120	120	5/16	5/16	2/4	3	1	1/16		1/16	1	1547					
120	120	3/8	3/8	2/4	3	1	1/16		1/16	1	1548					
120	120	7/16	7/16	2/4	3	1	1/16		1/16	1	1549					
120	120	0	0	2/4	4	1	1/4		1/4	1	1550					
121	121	1/8	1/8	2/4	1	1	1/8		1/8	1	1551					
121	121	3/8	3/8	2/4	1	1	1/8		1/8	1	1552					
121	121	0	0	2/4	2	1	1/8		1/8	1	1553					
121	121	7/32	7/32	2/4	2	1	1/32		1/32	1	1554					
121	121	1/4	1/4	2/4	2	1	1/8		1/8	1	1555					
121	121	15/32	15/32	2/4	2	1	1/32		1/32	1	1556					
121	121	0	0	2/4	3	1	1/4		1/4	1	1557					
121	121	1/4	1/4	2/4	3	1	1/4		1/4	1	1558					
121	121	0	0	2/4	4	1	1/16		1/16	1	1559					
121	121	1/16	1/16	2/4	4	1	1/16		1/16	1	1560					
121	121	1/8	1/8	2/4	4	1	1/16		1/16	1	1561					
121	121	3/16	3/16	2/4	4	1	1/16		1/16	1	1562					
121	121	1/4	1/4	2/4	4	1	1/16		1/16	1	1563					
121	121	5/16	5/16	2/4	4	1	1/16		1/16	1	1564					
121	121	3/8	3/8	2/4	4	1	1/16		1/16	1	1565					
121	121	7/16	7/16	2/4	4	1	1/16		1/16	1	1566					
122	122	1/8	1/8	2/4	1	1	1/8		1/8	1	1567					
122	122	3/8	3/8	2/4	1	1	1/8		1/8	1	1568					
122	122	0	0	2/4	2	1	1/8		1/8	1	1569					
122	122	7/32	7/32	2/4	2	1	1/32		1/32	1	1570					
122	122	1/4	1/4	2/4	2	1	1/8		1/8	1	1571					
122	122	15/32	15/32	2/4	2	1	1/32		1/32	1	1572					
122	122	0	0	2/4	3	1	1/16		1/16	1	1573					
122	122	1/16	1/16	2/4	3	1	1/16		1/16	1	1574					
122	122	1/8	1/8	2/4	3	1	1/16		1/16	1	1575		articStaccatoBelow			
122	122	3/16	3/16	2/4	3	1	1/16		1/16	1	1576		articStaccatoBelow			
122	122	1/4	1/4	2/4	3	1	1/16		1/16	1	1577		articStaccatoBelow			
122	122	5/16	5/16	2/4	3	1	1/16		1/16	1	1578		articStaccatoBelow			
122	122	3/8	3/8	2/4	3	1	1/16		1/16	1	1579		articStaccatoBelow			
122	122	7/16	7/16	2/4	3	1	1/16		1/16	1	1580		articStaccatoBelow			
122	122	0	0	2/4	4	1	1/4		1/4	1	1581					
122	122	3/8	3/8	2/4	4	1	1/8		1/8	1	1582					
123	123	0	0	2/4	1	1	1/16		1/16	1	1583		articStaccatoAbove			
123	123	1/16	1/16	2/4	1	1	1/16		1/16	1	1584		articStaccatoAbove			
123	123	1/8	1/8	2/4	1	1	1/16		1/16	1	1585		articStaccatoAbove			
123	123	5/16	5/16	2/4	1	1	1/16		1/16	1	1586		articStaccatoAbove			
123	123	3/8	3/8	2/4	1	1	1/16		1/16	1	1587		articStaccatoAbove			
123	123	0	0	2/4	2	1	1/16		1/16	1	1588		articStaccatoBelow			
123	123	1/16	1/16	2/4	2	1	1/16		1/16	1	1589		articStaccatoBelow			
123	123	1/8	1/8	2/4	2	1	1/16		1/16	1	1590		articStaccatoBelow			
123	123	5/16	5/16	2/4	2	1	1/16		1/16	1	1591		articStaccatoAbove			
123	123	3/8	3/8	2/4	2	1	1/16		1/16	1	1592		articStaccatoAbove			
123	123	0	0	2/4	3	1	1/8		1/8	1	1593					
123	123	7/32	7/32	2/4	3	1	1/32		1/32	1	1594					
123	123	1/4	1/4	2/4	3	1	1/8		1/8	1	1595					
123	123	15/32	15/32	2/4	3	1	1/32		1/32	1	1596					
123	123	0	0	2/4	4	1	1/2		1/2	1	1597					
124	124	1/16	1/16	2/4	1	1	1/16		1/16	1	1598		articStaccatoAbove			
124	124	1/8	1/8	2/4	1	1	1/16		1/16	1	1599		articStaccatoAbove			
124	124	5/16	5/16	2/4	1	1	1/16		1/16	1	1600		articStaccatoAbove			
124	124	3/8	3/8	2/4	1	1	1/16		1/16	1	1601		articStaccatoAbove			
124	124	1/16	1/16	2/4	2	1	1/16		1/16	1	1602		articStaccatoAbove			
124	124	1/8	1/8	2/4	2	1	1/16		1/16	1	1603		articStaccatoAbove			
124	124	5/16	5/16	2/4	2	1	1/16		1/16	1	1604		articStaccatoAbove			
124	124	3/8	3/8	2/4	2	1	1/16		1/16	1	1605		articStaccatoAbove			
124	124	0	0	2/4	3	1	1/8		1/8	1	1606					
124	124	7/32	7/32	2/4	3	1	1/32		1/32	1	1607					
124	124	1/4	1/4	2/4	3	1	1/8		1/8	1	1608					
124	124	15/32	15/32	2/4	3	1	1/32		1/32	1	1609					
124	124	0	0	2/4	4	1	1/2		1/2	1	1610					
125	125	0	0	2/4	1	1	0									
125	125	1/16	1/16	2/4	1	1	1/16		1/16	1	1611					
125	125	1/8	1/8	2/4	1	1	1/16		1/16	1	1612					
125	125	5/16	5/16	2/4	1	1	1/16		1/16	1	1613					
125	125	3/8	3/8	2/4	1	1	1/16		1/16	1	1614					
125	125	0	0	2/4	2	1	0									
125	125	1/16	1/16	2/4	2	1	1/16		1/16	1	1615					
125	125	1/8	1/8	2/4	2	1	1/16		1/16	1	1616					
125	125	5/16	5/16	2/4	2	1	1/16		1/16	1	1617					
125	125	3/8	3/8	2/4	2	1	1/16		1/16	1	1618					
125	125	0	0	2/4	3	1	0									
125	125	0	0	2/4	3	1	1/8		1/8	1	1619					
125	125	7/32	7/32	2/4	3	1	1/32		1/32	1	1620					
125	125	1/4	1/4	2/4	3	1	1/8		1/8	1	1621					
125	125	15/32	15/32	2/4	3	1	1/32		1/32	1	1622					
125	125	0	0	2/4	4	1	0									
125	125	0	0	2/4	4	1	1/16		1/16	1	1623					
125	125	1/16	1/16	2/4	4	1	1/16		1/16	1	1624					
125	125	1/8	1/8	2/4	4	1	1/16		1/16	1	1625					
125	125	3/16	3/16	2/4	4	1	1/16		1/16	1	1626					
125	125	1/4	1/4	2/4	4	1	1/16		1/16	1	1627					
125	125	5/16	5/16	2/4	4	1	1/16		1/16	1	1628					
125	125	3/8	3/8	2/4	4	1	1/16		1/16	1	1629					
125	125	7/16	7/16	2/4	4	1	1/16		1/16	1	1630					
126	126	1/16	1/16	2/4	1	1	1/16		1/16	1	1631					
126	126	1/8	1/8	2/4	1	1	1/16		1/16	1	1632					
126	126	5/16	5/16	2/4	1	1	1/16		1/16	1	1633					
126	126	3/8	3/8	2/4	1	1	1/16		1/16	1	1634					
126	126	1/16	1/16	2/4	2	1	1/16		1/16	1	1635					
126	126	1/8	1/8	2/4	2	1	1/16		1/16	1	1636					
126	126	5/16	5/16	2/4	2	1	1/16		1/16	1	1637					
126	126	3/8	3/8	2/4	2	1	1/16		1/16	1	1638					
126	126	0	0	2/4	3	1	1/8		1/8	1	1639					
126	126	7/32	7/32	2/4	3	1	1/32		1/32	1	1640					
126	126	1/4	1/4	2/4	3	1	1/8		1/8	1	1641					
126	126	15/32	15/32	2/4	3	1	1/32		1/32	1	1642					
126	126	0	0	2/4	4	1	1/4		1/4	1	1643					
126	126	1/4	1/4	2/4	4	1	1/4		1/4	1	1644					
127	127	1/16	1/16	2/4	1	1	1/16		1/16	1	1645					
127	127	1/8	1/8	2/4	1	1	1/16		1/16	1	1646					
127	127	5/16	5/16	2/4	1	1	1/16		1/16	1	1647					
127	127	3/8	3/8	2/4	1	1	1/16		1/16	1	1648					
127	127	1/16	1/16	2/4	2	1	1/16		1/16	1	1649					
127	127	1/8	1/8	2/4	2	1	1/16		1/16	1	1650					
127	127	5/16	5/16	2/4	2	1	1/16		1/16	1	1651					
127	127	3/8	3/8	2/4	2	1	1/16		1/16	1	1652					
127	127	0	0	2/4	3	1	1/8		1/8	1	1653					
127	127	7/32	7/32	2/4	3	1	1/32		1/32	1	1654					
127	127	1/4	1/4	2/4	3	1	1/8		1/8	1	1655					
127	127	15/32	15/32	2/4	3	1	1/32		1/32	1	1656					
127	127	0	0	2/4	4	1	1/16		1/16	1	1657					
127	127	1/16	1/16	2/4	4	1	1/16		1/16	1	1658					
127	127	1/8	1/8	2/4	4	1	1/16		1/16	1	1659					
127	127	3/16	3/16	2/4	4	1	1/16		1/16	1	1660					
127	127	1/4	1/4	2/4	4	1	1/16		1/16	1	1661					
127	127	5/16	5/16	2/4	4	1	1/16		1/16	1	1662					
127	127	3/8	3/8	2/4	4	1	1/16		1/16	1	1663					
127	127	7/16	7/16	2/4	4	1	1/16		1/16	1	1664					
128	128	1/16	1/16	2/4	1	1	1/16		1/16	1	1665					
128	128	1/8	1/8	2/4	1	1	1/16		1/16	1	1666					
128	128	5/16	5/16	2/4	1	1	1/16		1/16	1	1667					
128	128	3/8	3/8	2/4	1	1	1/16		1/16	1	1668					
128	128	1/16	1/16	2/4	2	1	1/16		1/16	1	1669					
128	128	1/8	1/8	2/4	2	1	1/16		1/16	1	1670					
128	128	5/16	5/16	2/4	2	1	1/16		1/16	1	1671					
128	128	3/8	3/8	2/4	2	1	1/16		1/16	1	1672					
128	128	0	0	2/4	3	1	1/8		1/8	1	1673					
128	128	7/32	7/32	2/4	3	1	1/32		1/32	1	1674					
128	128	1/4	1/4	2/4	3	1	1/8		1/8	1	1675					
128	128	15/32	15/32	2/4	3	1	1/32		1/32	1	1676					
128	128	0	0	2/4	4	1	1/4		1/4	1	1677					
128	128	1/4	1/4	2/4	4	1	1/4		1/4	1	1678					
129	129	1/16	1/16	2/4	1	1	1/16		1/16	1	1679					
129	129	1/8	1/8	2/4	1	1	1/16		1/16	1	1680					
129	129	5/16	5/16	2/4	1	1	1/16		1/16	1	1681					
129	129	3/8	3/8	2/4	1	1	1/16		1/16	1	1682					
129	129	1/16	1/16	2/4	2	1	1/16		1/16	1	1683					
129	129	1/8	1/8	2/4	2	1	1/16		1/16	1	1684					
129	129	5/16	5/16	2/4	2	1	1/16		1/16	1	1685					
129	129	3/8	3/8	2/4	2	1	1/16		1/16	1	1686					
129	129	0	0	2/4	3	1	1/8		1/8	1	1687					
129	129	7/32	7/32	2/4	3	1	1/32		1/32	1	1688					
129	129	1/4	1/4	2/4	3	1	1/8		1/8	1	1689					
129	129	15/32	15/32	2/4	3	1	1/32		1/32	1	1690					
129	129	0	0	2/4	4	1	1/16		1/16	1	1691					
129	129	1/16	1/16	2/4	4	1	1/16		1/16	1	1692					
129	129	1/8	1/8	2/4	4	1	1/16		1/16	1	1693					
129	129	3/16	3/16	2/4	4	1	1/16		1/16	1	1694					
129	129	1/4	1/4	2/4	4	1	1/16		1/16	1	1695					
129	129	5/16	5/16	2/4	4	1	1/16		1/16	1	1696					
129	129	3/8	3/8	2/4	4	1	1/16		1/16	1	1697					
129	129	7/16	7/16	2/4	4	1	1/16		1/16	1	1698					
130	130	0	0	2/4	1	1	0					f				
130	130	1/8	1/8	2/4	1	1	1/8		1/8	1	1699					
130	130	0	0	2/4	2	1	0					f				
130	130	1/8	1/8	2/4	2	1	1/8		1/8	1	1700					
130	130	0	0	2/4	3	1	0					f				
130	130	0	0	2/4	3	1	1/8		1/8	1	1701		articStaccatoAbove			
130	130	1/8	1/8	2/4	3	1	1/8		1/8	1	1702		articStaccatoAbove			
130	130	0	0	2/4	4	1	0					f				
130	130	0	0	2/4	4	1	1/4		1/4	1	1703					
131	131	0	0	2/4	1	1	0					p				
131	131	0	0	2/4	1	1	1/4		1/4	1	1704		articStaccatoAbove			
131	131	1/4	1/4	2/4	1	1	1/4		1/4	1	1705		articStaccatoAbove			
131	131	0	0	2/4	3	1	0					p				
131	131	0	0	2/4	3	1	1/4		1/4	1	1706		articStaccatoAbove			
131	131	1/4	1/4	2/4	3	1	1/4		1/4	1	1707		articStaccatoAbove			
131	131	0	0	2/4	4	1	0					p				
131	131	0	0	2/4	4	1	1/4		1/4	1	1708		articStaccatoAbove			
131	131	1/4	1/4	2/4	4	1	1/4		1/4	1	1709		articStaccatoAbove			
132	132	0	0	2/4	1	1	0					sf				
132	132	0	0	2/4	1	1	3/8		1/4	3/2	1710					
132	132	3/8	3/8	2/4	1	1	0					p				
132	132	3/8	3/8	2/4	1	1	1/16		1/16	1	1711					
132	132	7/16	7/16	2/4	1	1	1/16		1/16	1	1712					
132	132	0	0	2/4	2	1	0					sf				
132	132	0	0	2/4	2	1	3/8		1/4	3/2	1713					
132	132	3/8	3/8	2/4	2	1	0					p				
132	132	3/8	3/8	2/4	2	1	1/8		1/8	1	1714					
132	132	0	0	2/4	3	1	0					sf				
132	132	0	0	2/4	3	1	3/8		1/4	3/2	1715					
