mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm
163	163	9/32	9/32	2/4	1	1	1/32		1/32	1	2074					
163	163	5/16	5/16	2/4	1	1	1/32		1/32	1	2075					
163	163	11/32	11/32	2/4	1	1	1/32		1/32	1	2076					
163	163	3/8	3/8	2/4	1	1	1/32		1/32	1	2077					
163	163	13/32	13/32	2/4	1	1	1/32		1/32	1	2078					
163	163	7/16	7/16	2/4	1	1	1/32		1/32	1	2079					
163	163	15/32	15/32	2/4	1	1	1/32		1/32	1	2080					
163	163	0	0	2/4	2	1	1/8		1/8	1	2081					
163	163	0	0	2/4	3	1	1/8		1/8	1	2082					
163	163	0	0	2/4	4	1	0					pp				
163	163	0	0	2/4	4	1	1/4		1/4	1	2083					
163	163	1/4	1/4	2/4	4	1	1/4		1/4	1	2084					
164	164	0	0	2/4	1	1	1/8		1/8	1	2085					
164	164	0	0	2/4	2	1	1/4		1/4	1	2086					
164	164	1/4	1/4	2/4	2	1	1/32		1/32	1	2087					
164	164	9/32	9/32	2/4	2	1	1/32		1/32	1	2088					
164	164	5/16	5/16	2/4	2	1	1/32		1/32	1	2089					
164	164	11/32	11/32	2/4	2	1	1/32		1/32	1	2090					
164	164	3/8	3/8	2/4	2	1	1/32		1/32	1	2091					
164	164	13/32	13/32	2/4	2	1	1/32		1/32	1	2092					
164	164	7/16	7/16	2/4	2	1	1/32		1/32	1	2093					
164	164	15/32	15/32	2/4	2	1	1/32		1/32	1	2094					
164	164	0	0	2/4	3	1	1/4		1/4	1	2095					
164	164	1/4	1/4	2/4	3	1	1/4		1/4	1	2096					
164	164	0	0	2/4	4	1	1/4		1/4	1	2097					
165	165	0	0	2/4	1	1	1/4		1/4	1	2098					
165	165	1/4	1/4	2/4	1	1	1/32		1/32	1	2099					
165	165	9/32	9/32	2/4	1	1	1/32		1/32	1	2100					
165	165	5/16	5/16	2/4	1	1	1/32		1/32	1	2101					
165	165	11/32	11/32	2/4	1	1	1/32		1/32	1	2102					
165	165	3/8	3/8	2/4	1	1	1/32		1/32	1	2103					
165	165	13/32	13/32	2/4	1	1	1/32		1/32	1	2104					
165	165	7/16	7/16	2/4	1	1	1/32		1/32	1	2105					
165	165	15/32	15/32	2/4	1	1	1/32		1/32	1	2106					
165	165	0	0	2/4	2	1	1/8		1/8	1	2107					
165	165	0	0	2/4	3	1	1/8		1/8	1	2108					
165	165	0	0	2/4	4	1	1/4		1/4	1	2109					
165	165	1/4	1/4	2/4	4	1	1/4		1/4	1	2110					
166	166	0	0	2/4	1	1	1/4		1/4	1	2111					
166	166	1/4	1/4	2/4	1	1	1/8		1/8	1	2112					
166	166	3/8	3/8	2/4	1	1	1/8		1/8	1	2113					
166	166	0	0	2/4	2	1	1/4		1/4	1	2114					
166	166	1/4	1/4	2/4	2	1	1/32		1/32	1	2115					
166	166	9/32	9/32	2/4	2	1	1/32		1/32	1	2116					
166	166	5/16	5/16	2/4	2	1	1/32		1/32	1	2117					
166	166	11/32	11/32	2/4	2	1	1/32		1/32	1	2118					
166	166	3/8	3/8	2/4	2	1	1/32		1/32	1	2119					
166	166	13/32	13/32	2/4	2	1	1/32		1/32	1	2120					
166	166	7/16	7/16	2/4	2	1	1/32		1/32	1	2121					
166	166	15/32	15/32	2/4	2	1	1/32		1/32	1	2122					
166	166	0	0	2/4	3	1	1/4		1/4	1	2123					
166	166	1/4	1/4	2/4	3	1	1/4		1/4	1	2124					
166	166	0	0	2/4	4	1	1/8		1/8	1	2125					
167	167	0	0	2/4	1	1	3/8		1/4	3/2	2126					
167	167	3/8	3/8	2/4	1	1	1/8		1/8	1	2127					
167	167	0	0	2/4	2	1	1/8		1/8	1	2128					
167	167	1/8	1/8	2/4	2	1	1/8		1/8	1	2129					
167	167	1/4	1/4	2/4	2	1	1/32		1/32	1	2130					
167	167	9/32	9/32	2/4	2	1	1/32		1/32	1	2131					
167	167	5/16	5/16	2/4	2	1	1/32		1/32	1	2132					
167	167	11/32	11/32	2/4	2	1	1/32		1/32	1	2133					
167	167	3/8	3/8	2/4	2	1	1/32		1/32	1	2134					
167	167	13/32	13/32	2/4	2	1	1/32		1/32	1	2135					
167	167	7/16	7/16	2/4	2	1	1/32		1/32	1	2136					
167	167	15/32	15/32	2/4	2	1	1/32		1/32	1	2137					
167	167	0	0	2/4	3	1	1/4		1/4	1	2138					
167	167	1/4	1/4	2/4	3	1	1/8		1/8	1	2139					
167	167	3/8	3/8	2/4	3	1	1/8		1/8	1	2140					
167	167	0	0	2/4	4	1	1/4		1/4	1	2141					
167	167	1/4	1/4	2/4	4	1	1/4		1/4	1	2142					
168	168	0	0	2/4	1	1	3/8		1/4	3/2	2143					
168	168	3/8	3/8	2/4	1	1	1/8		1/8	1	2144					
168	168	0	0	2/4	2	1	1/8		1/8	1	2145					
168	168	1/8	1/8	2/4	2	1	1/8		1/8	1	2146					
168	168	1/4	1/4	2/4	2	1	1/32		1/32	1	2147					
168	168	9/32	9/32	2/4	2	1	1/32		1/32	1	2148					
168	168	5/16	5/16	2/4	2	1	1/32		1/32	1	2149					
168	168	11/32	11/32	2/4	2	1	1/32		1/32	1	2150					
168	168	3/8	3/8	2/4	2	1	1/32		1/32	1	2151					
168	168	13/32	13/32	2/4	2	1	1/32		1/32	1	2152					
168	168	7/16	7/16	2/4	2	1	1/32		1/32	1	2153					
168	168	15/32	15/32	2/4	2	1	1/32		1/32	1	2154					
168	168	0	0	2/4	3	1	1/4		1/4	1	2155					
168	168	1/4	1/4	2/4	3	1	1/8		1/8	1	2156					
168	168	3/8	3/8	2/4	3	1	1/8		1/8	1	2157					
168	168	0	0	2/4	4	1	1/4		1/4	1	2158					
168	168	1/4	1/4	2/4	4	1	1/4		1/4	1	2159					
169	169	0	0	2/4	1	1	0					p				
169	169	0	0	2/4	1	1	1/8		1/8	1	2160					
169	169	1/4	1/4	2/4	1	1	1/8		1/8	1	2161					
169	169	0	0	2/4	2	1	1/8		1/8	1	2162					
169	169	1/4	1/4	2/4	2	1	1/8		1/8	1	2163					
169	169	0	0	2/4	3	1	0					p				
169	169	0	0	2/4	3	1	0					p				
169	169	0	0	2/4	3	1	1/8		1/8	1	2164					
169	169	1/4	1/4	2/4	3	1	1/8		1/8	1	2165					
169	169	0	0	2/4	4	1	0					p				
169	169	0	0	2/4	4	1	1/4		1/4	1	2166					
169	169	1/4	1/4	2/4	4	1	1/4		1/4	1	2167					
170	170	0	0	2/4	1	1	1/8		1/8	1	2168					
170	170	0	0	2/4	2	1	1/8		1/8	1	2169					
170	170	0	0	2/4	3	1	1/8		1/8	1	2170					
170	170	0	0	2/4	4	1	1/4		1/4	1	2171					
171	171	0	0	2/4	1	1	0					pp				
171	171	0	0	2/4	1	1	1/4		1/4	1	2172					
171	171	1/4	1/4	2/4	1	1	1/32		1/32	1	2173					
171	171	9/32	9/32	2/4	1	1	1/32		1/32	1	2174					
171	171	5/16	5/16	2/4	1	1	1/32		1/32	1	2175					
171	171	11/32	11/32	2/4	1	1	1/32		1/32	1	2176					
171	171	3/8	3/8	2/4	1	1	1/32		1/32	1	2177					
171	171	13/32	13/32	2/4	1	1	1/32		1/32	1	2178					
171	171	7/16	7/16	2/4	1	1	1/32		1/32	1	2179					
171	171	15/32	15/32	2/4	1	1	1/32		1/32	1	2180					
171	171	0	0	2/4	2	1	1/2		1/2	1	2181					
171	171	0	0	2/4	3	1	0					pp				
171	171	0	0	2/4	3	1	0					pp				
171	171	0	0	2/4	3	1	1/2		1/2	1	2182					
171	171	0	0	2/4	4	1	0					pp				
171	171	0	0	2/4	4	1	1/2		1/2	1	2183					
172	172	0	0	2/4	1	1	1/4		1/4	1	2184					
172	172	7/16	7/16	2/4	1	1	1/16		1/16	1	2185					
172	172	0	0	2/4	2	1	1/4		1/4	1	2186					
172	172	7/16	7/16	2/4	2	1	1/16		1/16	1	2187					
172	172	0	0	2/4	3	1	1/4		1/4	1	2188					
172	172	7/16	7/16	2/4	3	1	1/16		1/16	1	2189					
172	172	0	0	2/4	4	1	1/4		1/4	1	2190					
172	172	7/16	7/16	2/4	4	1	1/16		1/16	1	2191					
173	173	0	0	2/4	1	1	0	appoggiatura	1/8	1	2192					
173	173	0	0	2/4	1	1	1/8		1/8	1	2193					
173	173	7/32	7/32	2/4	1	1	1/32		1/32	1	2194					
173	173	1/4	1/4	2/4	1	1	1/8		1/8	1	2195					
173	173	15/32	15/32	2/4	1	1	1/32		1/32	1	2196					
173	173	0	0	2/4	2	1	0	appoggiatura	1/8	1	2197					
173	173	0	0	2/4	2	1	1/8		1/8	1	2198					
173	173	7/32	7/32	2/4	2	1	1/32		1/32	1	2199					
173	173	1/4	1/4	2/4	2	1	1/8		1/8	1	2200					
173	173	15/32	15/32	2/4	2	1	1/32		1/32	1	2201					
173	173	0	0	2/4	3	1	1/8		1/8	1	2202					
173	173	7/32	7/32	2/4	3	1	1/32		1/32	1	2203					
173	173	1/4	1/4	2/4	3	1	1/8		1/8	1	2204					
173	173	15/32	15/32	2/4	3	1	1/32		1/32	1	2205					
173	173	0	0	2/4	4	1	1/8		1/8	1	2206					
173	173	7/32	7/32	2/4	4	1	1/32		1/32	1	2207					
173	173	1/4	1/4	2/4	4	1	1/8		1/8	1	2208					
173	173	15/32	15/32	2/4	4	1	1/32		1/32	1	2209					
174	174	0	0	2/4	1	1	1/4		1/4	1	2210					
174	174	3/8	3/8	2/4	1	1	1/8		1/8	1	2211					
174	174	0	0	2/4	2	1	1/4		1/4	1	2212					
174	174	0	0	2/4	3	1	1/8		1/8	1	2213					
174	174	0	0	2/4	4	1	1/8		1/8	1	2214					
175	175	0	0	2/4	1	1	1/4		1/4	1	2215					
175	175	1/4	1/4	2/4	1	1	1/16		1/16	1	2216					
175	175	5/16	5/16	2/4	1	1	1/16		1/16	1	2217					
175	175	3/8	3/8	2/4	1	1	1/16		1/16	1	2218					
175	175	7/16	7/16	2/4	1	1	1/16		1/16	1	2219					
175	175	1/8	1/8	2/4	2	1	1/4		1/4	1	2220					
175	175	3/8	3/8	2/4	2	1	1/8		1/8	1	2221		articStaccatoAbove			
175	175	1/8	1/8	2/4	3	1	1/8		1/8	1	2222		articStaccatoAbove			
175	175	1/4	1/4	2/4	3	1	1/8		1/8	1	2223		articStaccatoAbove			
175	175	3/8	3/8	2/4	3	1	1/8		1/8	1	2224		articStaccatoAbove			
176	176	0	0	2/4	1	1	1/8		1/8	1	2225					
176	176	1/8	1/8	2/4	1	1	1/8		1/8	1	2226					
176	176	1/4	1/4	2/4	1	1	1/8		1/8	1	2227					
176	176	3/8	3/8	2/4	1	1	1/8		1/8	1	2228					
176	176	0	0	2/4	2	1	1/8		1/8	1	2229		articStaccatoAbove			
176	176	1/8	1/8	2/4	2	1	1/8		1/8	1	2230		articStaccatoAbove			
176	176	3/8	3/8	2/4	2	1	1/8		1/8	1	2231					
176	176	0	0	2/4	3	1	1/8		1/8	1	2232		articStaccatoAbove			
176	176	1/8	1/8	2/4	3	1	1/8		1/8	1	2233		articStaccatoAbove			
177	177	0	0	2/4	1	1	1/4		1/4	1	2234					
177	177	1/4	1/4	2/4	1	1	1/16		1/16	1	2235					
177	177	5/16	5/16	2/4	1	1	1/16		1/16	1	2236					
177	177	3/8	3/8	2/4	1	1	1/16		1/16	1	2237					
177	177	7/16	7/16	2/4	1	1	1/16		1/16	1	2238					
177	177	0	0	2/4	2	1	1/4		1/4	1	2239					
177	177	1/4	1/4	2/4	2	1	1/16		1/16	1	2240					
177	177	5/16	5/16	2/4	2	1	1/16		1/16	1	2241					
177	177	3/8	3/8	2/4	2	1	1/16		1/16	1	2242					
177	177	7/16	7/16	2/4	2	1	1/16		1/16	1	2243					
177	177	1/16	1/16	2/4	3	1	1/16		1/16	1	2244		articStaccatoBelow			
177	177	1/8	1/8	2/4	3	1	1/16		1/16	1	2245		articStaccatoBelow			
177	177	3/16	3/16	2/4	3	1	1/16		1/16	1	2246		articStaccatoBelow			
177	177	1/4	1/4	2/4	3	1	1/8		1/8	1	2247		articStaccatoBelow			
177	177	3/8	3/8	2/4	3	1	1/8		1/8	1	2248		articStaccatoBelow			
177	177	1/8	1/8	2/4	4	1	1/8		1/8	1	2249		articStaccatoBelow			
177	177	1/4	1/4	2/4	4	1	1/8		1/8	1	2250		articStaccatoBelow			
177	177	3/8	3/8	2/4	4	1	1/8		1/8	1	2251		articStaccatoBelow			
178	178	0	0	2/4	1	1	1/4		1/4	1	2252					
178	178	1/4	1/4	2/4	1	1	1/16		1/16	1	2253					
178	178	5/16	5/16	2/4	1	1	1/16		1/16	1	2254					
178	178	3/8	3/8	2/4	1	1	1/16		1/16	1	2255					
178	178	7/16	7/16	2/4	1	1	1/16		1/16	1	2256					
178	178	0	0	2/4	2	1	1/4		1/4	1	2257					
178	178	1/4	1/4	2/4	2	1	1/16		1/16	1	2258					
178	178	5/16	5/16	2/4	2	1	1/16		1/16	1	2259					
178	178	3/8	3/8	2/4	2	1	1/16		1/16	1	2260					
178	178	7/16	7/16	2/4	2	1	1/16		1/16	1	2261					
178	178	1/16	1/16	2/4	3	1	1/16		1/16	1	2262		articStaccatoBelow			
178	178	1/8	1/8	2/4	3	1	1/16		1/16	1	2263		articStaccatoBelow			
178	178	3/16	3/16	2/4	3	1	1/16		1/16	1	2264		articStaccatoBelow			
178	178	1/4	1/4	2/4	3	1	1/8		1/8	1	2265		articStaccatoBelow			
178	178	3/8	3/8	2/4	3	1	1/8		1/8	1	2266		articStaccatoBelow			
178	178	0	0	2/4	4	1	1/8		1/8	1	2267					
178	178	1/8	1/8	2/4	4	1	1/8		1/8	1	2268					
178	178	1/4	1/4	2/4	4	1	1/8		1/8	1	2269					
178	178	3/8	3/8	2/4	4	1	1/8		1/8	1	2270					
179	179	0	0	2/4	1	1	1/4		1/4	1	2271					
179	179	1/4	1/4	2/4	1	1	1/16		1/16	1	2272					
179	179	5/16	5/16	2/4	1	1	1/16		1/16	1	2273					
179	179	3/8	3/8	2/4	1	1	1/16		1/16	1	2274					
179	179	7/16	7/16	2/4	1	1	1/16		1/16	1	2275					
179	179	0	0	2/4	2	1	1/4		1/4	1	2276					
179	179	1/4	1/4	2/4	2	1	1/16		1/16	1	2277					
179	179	5/16	5/16	2/4	2	1	1/16		1/16	1	2278					
179	179	3/8	3/8	2/4	2	1	1/16		1/16	1	2279					
179	179	7/16	7/16	2/4	2	1	1/16		1/16	1	2280					
179	179	1/16	1/16	2/4	3	1	1/16		1/16	1	2281					
179	179	1/8	1/8	2/4	3	1	1/16		1/16	1	2282					
179	179	3/16	3/16	2/4	3	1	1/16		1/16	1	2283					
179	179	1/4	1/4	2/4	3	1	1/16		1/16	1	2284					
179	179	5/16	5/16	2/4	3	1	1/16		1/16	1	2285					
179	179	3/8	3/8	2/4	3	1	1/16		1/16	1	2286					
179	179	7/16	7/16	2/4	3	1	1/16		1/16	1	2287					
179	179	0	0	2/4	4	1	1/8		1/8	1	2288					
179	179	1/8	1/8	2/4	4	1	1/8		1/8	1	2289					
179	179	1/4	1/4	2/4	4	1	1/8		1/8	1	2290					
179	179	3/8	3/8	2/4	4	1	1/8		1/8	1	2291					
180	180	0	0	2/4	1	1	0									
180	180	0	0	2/4	1	1	1/4		1/4	1	2292					
180	180	1/4	1/4	2/4	1	1	1/4		1/4	1	2293					
180	180	0	0	2/4	2	1	0									
180	180	0	0	2/4	2	1	1/4		1/4	1	2294					
180	180	1/4	1/4	2/4	2	1	1/4		1/4	1	2295					
180	180	0	0	2/4	3	1	0									
180	180	0	0	2/4	3	1	1/4		1/4	1	2296					
180	180	1/4	1/4	2/4	3	1	1/16		1/16	1	2297					
180	180	5/16	5/16	2/4	3	1	1/16		1/16	1	2298					
180	180	3/8	3/8	2/4	3	1	1/16		1/16	1	2299					
180	180	7/16	7/16	2/4	3	1	1/16		1/16	1	2300					
180	180	0	0	2/4	4	1	0									
180	180	0	0	2/4	4	1	1/8		1/8	1	2301					
180	180	1/8	1/8	2/4	4	1	1/8		1/8	1	2302					
180	180	1/4	1/4	2/4	4	1	1/8		1/8	1	2303					
180	180	3/8	3/8	2/4	4	1	1/8		1/8	1	2304					
181	181	0	0	2/4	1	1	1/4		1/4	1	2305					
181	181	1/4	1/4	2/4	1	1	1/4		1/4	1	2306					
181	181	0	0	2/4	2	1	1/4		1/4	1	2307					
181	181	1/4	1/4	2/4	2	1	1/4		1/4	1	2308					
181	181	0	0	2/4	3	1	1/4		1/4	1	2309					
181	181	1/4	1/4	2/4	3	1	1/16		1/16	1	2310					
181	181	5/16	5/16	2/4	3	1	1/16		1/16	1	2311					
181	181	3/8	3/8	2/4	3	1	1/16		1/16	1	2312					
181	181	7/16	7/16	2/4	3	1	1/16		1/16	1	2313					
181	181	0	0	2/4	4	1	1/8		1/8	1	2314					
181	181	1/8	1/8	2/4	4	1	1/8		1/8	1	2315					
181	181	1/4	1/4	2/4	4	1	1/8		1/8	1	2316					
181	181	3/8	3/8	2/4	4	1	1/8		1/8	1	2317					
182	182	0	0	2/4	1	1	1/4		1/4	1	2318					
182	182	1/4	1/4	2/4	1	1	1/16		1/16	1	2319					
182	182	5/16	5/16	2/4	1	1	1/16		1/16	1	2320					
182	182	3/8	3/8	2/4	1	1	1/16		1/16	1	2321					
182	182	7/16	7/16	2/4	1	1	1/16		1/16	1	2322					
182	182	0	0	2/4	2	1	1/4		1/4	1	2323					
182	182	1/4	1/4	2/4	2	1	1/16		1/16	1	2324					
182	182	5/16	5/16	2/4	2	1	1/16		1/16	1	2325					
182	182	3/8	3/8	2/4	2	1	1/16		1/16	1	2326					
182	182	7/16	7/16	2/4	2	1	1/16		1/16	1	2327					
182	182	0	0	2/4	3	1	1/4		1/4	1	2328					
182	182	1/4	1/4	2/4	3	1	1/16		1/16	1	2329					
182	182	5/16	5/16	2/4	3	1	1/16		1/16	1	2330					
182	182	3/8	3/8	2/4	3	1	1/16		1/16	1	2331					
182	182	7/16	7/16	2/4	3	1	1/16		1/16	1	2332					
182	182	0	0	2/4	4	1	1/8		1/8	1	2333					
182	182	1/8	1/8	2/4	4	1	1/8		1/8	1	2334					
182	182	1/4	1/4	2/4	4	1	1/8		1/8	1	2335					
182	182	3/8	3/8	2/4	4	1	1/8		1/8	1	2336					
183	183	0	0	2/4	1	1	1/4		1/4	1	2337					
183	183	1/4	1/4	2/4	1	1	1/16		1/16	1	2338					
183	183	5/16	5/16	2/4	1	1	1/16		1/16	1	2339					
183	183	3/8	3/8	2/4	1	1	1/16		1/16	1	2340					
183	183	7/16	7/16	2/4	1	1	1/16		1/16	1	2341					
183	183	0	0	2/4	2	1	1/4		1/4	1	2342					
183	183	1/4	1/4	2/4	2	1	1/16		1/16	1	2343					
183	183	5/16	5/16	2/4	2	1	1/16		1/16	1	2344					
183	183	3/8	3/8	2/4	2	1	1/16		1/16	1	2345					
183	183	7/16	7/16	2/4	2	1	1/16		1/16	1	2346					
183	183	0	0	2/4	3	1	1/4		1/4	1	2347					
183	183	1/4	1/4	2/4	3	1	1/16		1/16	1	2348					
183	183	5/16	5/16	2/4	3	1	1/16		1/16	1	2349					
183	183	3/8	3/8	2/4	3	1	1/16		1/16	1	2350					
183	183	7/16	7/16	2/4	3	1	1/16		1/16	1	2351					
183	183	0	0	2/4	4	1	1/8		1/8	1	2352					
183	183	1/8	1/8	2/4	4	1	1/8		1/8	1	2353					
183	183	1/4	1/4	2/4	4	1	1/8		1/8	1	2354					
183	183	3/8	3/8	2/4	4	1	1/8		1/8	1	2355					
184	184	0	0	2/4	1	1	1/24		1/16	2/3	2356					
184	184	1/24	1/24	2/4	1	1	1/24		1/16	2/3	2357					
184	184	1/12	1/12	2/4	1	1	1/24		1/16	2/3	2358					
184	184	1/8	1/8	2/4	1	1	1/24		1/16	2/3	2359					
184	184	1/6	1/6	2/4	1	1	1/24		1/16	2/3	2360					
184	184	5/24	5/24	2/4	1	1	1/24		1/16	2/3	2361					
184	184	1/4	1/4	2/4	1	1	1/24		1/16	2/3	2362					
184	184	7/24	7/24	2/4	1	1	1/24		1/16	2/3	2363					
184	184	1/3	1/3	2/4	1	1	1/24		1/16	2/3	2364					
184	184	3/8	3/8	2/4	1	1	1/24		1/16	2/3	2365					
184	184	5/12	5/12	2/4	1	1	1/24		1/16	2/3	2366					
184	184	11/24	11/24	2/4	1	1	1/24		1/16	2/3	2367					
184	184	0	0	2/4	2	1	1/8		1/8	1	2368		articStaccatoBelow			
184	184	1/8	1/8	2/4	2	1	1/8		1/8	1	2369		articStaccatoBelow			
184	184	3/8	3/8	2/4	2	1	1/8		1/8	1	2370					
184	184	0	0	2/4	3	1	1/8		1/8	1	2371		articStaccatoAbove			
184	184	1/8	1/8	2/4	3	1	1/8		1/8	1	2372		articStaccatoAbove			
184	184	3/8	3/8	2/4	3	1	1/8		1/8	1	2373					
184	184	0	0	2/4	4	1	1/4		1/4	1	2374					
184	184	1/4	1/4	2/4	4	1	1/4		1/4	1	2375					
185	185	0	0	2/4	1	1	1/24		1/16	2/3	2376					
185	185	1/24	1/24	2/4	1	1	1/24		1/16	2/3	2377					
185	185	1/12	1/12	2/4	1	1	1/24		1/16	2/3	2378					
185	185	1/8	1/8	2/4	1	1	1/24		1/16	2/3	2379					
185	185	1/6	1/6	2/4	1	1	1/24		1/16	2/3	2380					
185	185	5/24	5/24	2/4	1	1	1/24		1/16	2/3	2381					
185	185	1/4	1/4	2/4	1	1	1/24		1/16	2/3	2382					
185	185	7/24	7/24	2/4	1	1	1/24		1/16	2/3	2383					
185	185	1/3	1/3	2/4	1	1	1/24		1/16	2/3	2384					
185	185	3/8	3/8	2/4	1	1	1/24		1/16	2/3	2385					
185	185	5/12	5/12	2/4	1	1	1/24		1/16	2/3	2386					
185	185	11/24	11/24	2/4	1	1	1/24		1/16	2/3	2387					
185	185	1/8	1/8	2/4	2	1	1/8		1/8	1	2388					
185	185	3/8	3/8	2/4	2	1	1/8		1/8	1	2389					
185	185	1/8	1/8	2/4	3	1	1/8		1/8	1	2390					
185	185	3/8	3/8	2/4	3	1	1/8		1/8	1	2391					
185	185	0	0	2/4	4	1	1/4		1/4	1	2392					
185	185	1/4	1/4	2/4	4	1	1/4		1/4	1	2393					
186	186	0	0	2/4	1	1	0					f				
186	186	0	0	2/4	1	1	1/24		1/16	2/3	2394					
186	186	1/24	1/24	2/4	1	1	1/24		1/16	2/3	2395					
186	186	1/12	1/12	2/4	1	1	1/24		1/16	2/3	2396					
186	186	1/8	1/8	2/4	1	1	1/24		1/16	2/3	2397					
186	186	1/6	1/6	2/4	1	1	1/24		1/16	2/3	2398					
186	186	5/24	5/24	2/4	1	1	1/24		1/16	2/3	2399					
186	186	1/4	1/4	2/4	1	1	1/24		1/16	2/3	2400					
186	186	7/24	7/24	2/4	1	1	1/24		1/16	2/3	2401					
186	186	1/3	1/3	2/4	1	1	1/24		1/16	2/3	2402					
186	186	3/8	3/8	2/4	1	1	1/24		1/16	2/3	2403					
186	186	5/12	5/12	2/4	1	1	1/24		1/16	2/3	2404					
186	186	11/24	11/24	2/4	1	1	1/24		1/16	2/3	2405					
186	186	0	0	2/4	2	1	1/4		1/4	1	2406					
186	186	3/8	3/8	2/4	2	1	1/24		1/16	2/3	2407		articStaccatoBelow			
186	186	5/12	5/12	2/4	2	1	1/24		1/16	2/3	2408		articStaccatoBelow			
186	186	11/24	11/24	2/4	2	1	1/24		1/16	2/3	2409		articStaccatoBelow			
186	186	0	0	2/4	3	1	0					f				
186	186	0	0	2/4	3	1	0					f				
186	186	0	0	2/4	3	1	1/4		1/4	1	2410					
186	186	3/8	3/8	2/4	3	1	1/24		1/16	2/3	2411		articStaccatoBelow			
186	186	5/12	5/12	2/4	3	1	1/24		1/16	2/3	2412		articStaccatoBelow			
186	186	11/24	11/24	2/4	3	1	1/24		1/16	2/3	2413		articStaccatoBelow			
186	186	0	0	2/4	4	1	0					f				
186	186	0	0	2/4	4	1	1/4		1/4	1	2414					
186	186	3/8	3/8	2/4	4	1	1/24		1/16	2/3	2415		articStaccatoBelow			
186	186	5/12	5/12	2/4	4	1	1/24		1/16	2/3	2416		articStaccatoBelow			
186	186	11/24	11/24	2/4	4	1	1/24		1/16	2/3	2417		articStaccatoBelow			
187	187	0	0	2/4	1	1	1/4		1/4	1	2418					
187	187	0	0	2/4	2	1	0					p				
187	187	0	0	2/4	2	1	1/4		1/4	1	2419					
187	187	3/8	3/8	2/4	2	1	1/8		1/8	1	2420					
187	187	0	0	2/4	3	1	1/4		1/4	1	2421					
187	187	0	0	2/4	4	1	1/4		1/4	1	2422					
188	188	1/4	1/4	2/4	1	1	0					p				
188	188	1/4	1/4	2/4	1	1	1/4		1/4	1	2423		articStaccatoBelow			
188	188	0	0	2/4	2	1	1/4		1/4	1	2424		articStaccatoAbove			
188	188	1/4	1/4	2/4	2	1	1/4		1/4	1	2425		articStaccatoBelow			
188	188	0	0	2/4	3	1	0					p				
188	188	0	0	2/4	3	1	1/4		1/4	1	2426		articStaccatoAbove			
188	188	1/4	1/4	2/4	3	1	1/4		1/4	1	2427		articStaccatoAbove			
188	188	0	0	2/4	4	1	0					p				
188	188	0	0	2/4	4	1	1/4		1/4	1	2428		articStaccatoAbove			
188	188	1/4	1/4	2/4	4	1	1/4		1/4	1	2429		articStaccatoAbove			
189	189	0	0	2/4	1	1	0					sf				
189	189	0	0	2/4	1	1	3/8		1/4	3/2	2430					
189	189	3/8	3/8	2/4	1	1	0					p				
189	189	3/8	3/8	2/4	1	1	1/8		1/8	1	2431					
189	189	0	0	2/4	2	1	0					sf				
189	189	0	0	2/4	2	1	3/8		1/4	3/2	2432					
189	189	3/8	3/8	2/4	2	1	0					p				
189	189	3/8	3/8	2/4	2	1	1/8		1/8	1	2433					
189	189	0	0	2/4	3	1	0					sf				
189	189	0	0	2/4	3	1	3/8		1/4	3/2	2434					
189	189	3/8	3/8	2/4	3	1	0					p				
189	189	3/8	3/8	2/4	3	1	1/8		1/8	1	2435					
189	189	0	0	2/4	4	1	0					sf				
189	189	0	0	2/4	4	1	3/8		1/4	3/2	2436					
189	189	3/8	3/8	2/4	4	1	0					p				
189	189	3/8	3/8	2/4	4	1	1/8		1/8	1	2437					
190	190	0	0	2/4	1	1	1/8		1/8	1	2438		articStaccatoBelow			
190	190	1/8	1/8	2/4	1	1	1/8		1/8	1	2439		articStaccatoBelow			
190	190	1/4	1/4	2/4	1	1	1/8		1/8	1	2440		articStaccatoBelow			
190	190	3/8	3/8	2/4	1	1	1/8		1/8	1	2441		articStaccatoBelow			
190	190	0	0	2/4	2	1	1/8		1/8	1	2442		articStaccatoBelow			
190	190	1/8	1/8	2/4	2	1	1/8		1/8	1	2443		articStaccatoBelow			
190	190	1/4	1/4	2/4	2	1	1/8		1/8	1	2444		articStaccatoBelow			
190	190	3/8	3/8	2/4	2	1	1/8		1/8	1	2445		articStaccatoBelow			
190	190	0	0	2/4	3	1	1/8		1/8	1	2446		articStaccatoBelow			
190	190	1/8	1/8	2/4	3	1	1/8		1/8	1	2447		articStaccatoBelow			
190	190	1/4	1/4	2/4	3	1	1/8		1/8	1	2448		articStaccatoBelow			
190	190	3/8	3/8	2/4	3	1	1/8		1/8	1	2449		articStaccatoBelow			
190	190	0	0	2/4	4	1	1/8		1/8	1	2450		articStaccatoAbove			
190	190	1/8	1/8	2/4	4	1	1/8		1/8	1	2451		articStaccatoAbove			
190	190	1/4	1/4	2/4	4	1	1/8		1/8	1	2452		articStaccatoAbove			
190	190	3/8	3/8	2/4	4	1	1/8		1/8	1	2453		articStaccatoAbove			
191	191	0	0	2/4	1	1	1/8		1/8	1	2454					
191	191	0	0	2/4	2	1	1/16		1/16	1	2455		articStaccatoBelow			
