mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	Trill:trill
1	1	0	0	2/4	1	1	0								𝅘𝅥 = 50	50	
1	1	0	0	2/4	1	1	0							Andante con moto			
1	1	0	0	2/4	1	1	0					p					
1	1	0	0	2/4	1	1	0							Andante con moto			
1	1	0	0	2/4	1	1	1/4		1/4	1	0						
1	1	1/4	1/4	2/4	1	1	1/8		1/8	1	1						
1	1	3/8	3/8	2/4	1	1	1/8		1/8	1	2						
1	1	0	0	2/4	2	1	0					p					
1	1	0	0	2/4	2	1	0					p					
1	1	0	0	2/4	2	1	1/8		1/8	1	3						
1	1	1/8	1/8	2/4	2	1	1/8		1/8	1	4						
1	1	1/4	1/4	2/4	2	1	1/8		1/8	1	5						
1	1	3/8	3/8	2/4	2	1	1/8		1/8	1	6						
1	1	0	0	2/4	3	1	0					p					
1	1	0	0	2/4	3	1	1/4		1/4	1	7						
1	1	1/4	1/4	2/4	3	1	1/8		1/8	1	8						
1	1	3/8	3/8	2/4	3	1	1/8		1/8	1	9						
1	1	0	0	2/4	4	1	0					p					
1	1	0	0	2/4	4	1	1/4		1/4	1	10						
1	1	1/4	1/4	2/4	4	1	1/8		1/8	1	11						
1	1	3/8	3/8	2/4	4	1	1/8		1/8	1	12						
2	2	0	0	2/4	1	1	1/4		1/4	1	13						
2	2	1/4	1/4	2/4	1	1	1/8		1/8	1	14						
2	2	3/8	3/8	2/4	1	1	1/8		1/8	1	15						
2	2	0	0	2/4	2	1	1/8		1/8	1	16						
2	2	1/8	1/8	2/4	2	1	1/8		1/8	1	17						
2	2	1/4	1/4	2/4	2	1	1/8		1/8	1	18						
2	2	3/8	3/8	2/4	2	1	1/8		1/8	1	19						
2	2	0	0	2/4	3	1	1/4		1/4	1	20						
2	2	1/4	1/4	2/4	3	1	1/8		1/8	1	21						
2	2	3/8	3/8	2/4	3	1	1/8		1/8	1	22						
2	2	0	0	2/4	4	1	3/16		1/8	3/2	23						
2	2	3/16	3/16	2/4	4	1	1/16		1/16	1	24						
2	2	1/4	1/4	2/4	4	1	1/8		1/8	1	25						
2	2	3/8	3/8	2/4	4	1	1/8		1/8	1	26						
3	3	0	0	2/4	1	1	1/4		1/4	1	27						
3	3	1/4	1/4	2/4	1	1	1/8		1/8	1	28						
3	3	3/8	3/8	2/4	1	1	1/8		1/8	1	29						
3	3	0	0	2/4	2	1	1/8		1/8	1	30						
3	3	1/8	1/8	2/4	2	1	1/8		1/8	1	31						
3	3	1/4	1/4	2/4	2	1	1/8		1/8	1	32						
3	3	3/8	3/8	2/4	2	1	1/8		1/8	1	33						
3	3	0	0	2/4	3	1	1/4		1/4	1	34						
3	3	1/4	1/4	2/4	3	1	1/8		1/8	1	35						
3	3	3/8	3/8	2/4	3	1	1/8		1/8	1	36						
3	3	0	0	2/4	4	1	3/16		1/8	3/2	37						
3	3	3/16	3/16	2/4	4	1	1/16		1/16	1	38						
3	3	1/4	1/4	2/4	4	1	1/8		1/8	1	39						
3	3	3/8	3/8	2/4	4	1	1/8		1/8	1	40						
4	4	0	0	2/4	1	1	1/8		1/8	1	41						
4	4	0	0	2/4	2	1	1/16		1/16	1	42						
4	4	1/16	1/16	2/4	2	1	1/16		1/16	1	43						
4	4	1/8	1/8	2/4	2	1	1/16		1/16	1	44						
4	4	3/16	3/16	2/4	2	1	1/16		1/16	1	45						
4	4	1/4	1/4	2/4	2	1	3/16		1/8	3/2	46						
4	4	7/16	7/16	2/4	2	1	1/16		1/16	1	47						
4	4	0	0	2/4	3	1	1/8		1/8	1	48						
4	4	1/8	1/8	2/4	3	1	1/8		1/8	1	49						
4	4	1/4	1/4	2/4	3	1	1/16		1/16	1	50						
4	4	5/16	5/16	2/4	3	1	1/16		1/16	1	51						
4	4	3/8	3/8	2/4	3	1	1/16		1/16	1	52						
4	4	7/16	7/16	2/4	3	1	1/16		1/16	1	53						
4	4	0	0	2/4	4	1	1/4		1/4	1	54						
4	4	1/4	1/4	2/4	4	1	1/4		1/4	1	55						
5	5	0	0	2/4	1	1	1/8		1/8	1	56						
5	5	1/8	1/8	2/4	1	1	1/8		1/8	1	57						
5	5	1/4	1/4	2/4	1	1	1/8		1/8	1	58						
5	5	3/8	3/8	2/4	1	1	1/8		1/8	1	59						
5	5	0	0	2/4	2	1	1/16		1/16	1	60						
5	5	1/16	1/16	2/4	2	1	1/16		1/16	1	61						
5	5	1/8	1/8	2/4	2	1	1/16		1/16	1	62						
5	5	3/16	3/16	2/4	2	1	1/16		1/16	1	63						
5	5	1/4	1/4	2/4	2	1	1/8		1/8	1	64						
5	5	3/8	3/8	2/4	2	1	1/8		1/8	1	65						
5	5	0	0	2/4	3	1	1/8		1/8	1	66						
5	5	1/8	1/8	2/4	3	1	1/4		1/4	1	67						
5	5	3/8	3/8	2/4	3	1	1/8		1/8	1	68						
5	5	0	0	2/4	4	1	1/4		1/4	1	69						
5	5	1/4	1/4	2/4	4	1	1/8		1/8	1	70						
5	5	3/8	3/8	2/4	4	1	1/8		1/8	1	71						
6	6	0	0	2/4	1	1	1/8		1/8	1	72						
6	6	1/8	1/8	2/4	1	1	1/8		1/8	1	73						
6	6	1/4	1/4	2/4	1	1	1/8		1/8	1	74						
6	6	3/8	3/8	2/4	1	1	1/8		1/8	1	75						
6	6	0	0	2/4	2	1	1/16		1/16	1	76						
6	6	1/16	1/16	2/4	2	1	1/16		1/16	1	77						
6	6	1/8	1/8	2/4	2	1	1/16		1/16	1	78						
6	6	3/16	3/16	2/4	2	1	1/16		1/16	1	79						
6	6	1/4	1/4	2/4	2	1	1/8		1/8	1	80						
6	6	3/8	3/8	2/4	2	1	1/8		1/8	1	81						
6	6	0	0	2/4	3	1	1/4		1/4	1	82						
6	6	1/4	1/4	2/4	3	1	1/8		1/8	1	83						
6	6	3/8	3/8	2/4	3	1	1/8		1/8	1	84						
6	6	0	0	2/4	4	1	1/8		1/8	1	85						
6	6	1/8	1/8	2/4	4	1	1/8		1/8	1	86						
6	6	1/4	1/4	2/4	4	1	1/8		1/8	1	87						
6	6	3/8	3/8	2/4	4	1	1/8		1/8	1	88						
7	7	0	0	2/4	1	1	1/8		1/8	1	89						
7	7	1/8	1/8	2/4	1	1	1/8		1/8	1	90						
7	7	1/4	1/4	2/4	1	1	1/8		1/8	1	91						
7	7	3/8	3/8	2/4	1	1	1/8		1/8	1	92						
7	7	0	0	2/4	2	1	1/16		1/16	1	93						
7	7	1/16	1/16	2/4	2	1	1/16		1/16	1	94						
7	7	1/8	1/8	2/4	2	1	1/16		1/16	1	95						
7	7	3/16	3/16	2/4	2	1	1/16		1/16	1	96						
7	7	1/4	1/4	2/4	2	1	1/8		1/8	1	97						
7	7	3/8	3/8	2/4	2	1	1/8		1/8	1	98						
7	7	0	0	2/4	3	1	3/8		1/4	3/2	99						
7	7	3/8	3/8	2/4	3	1	1/8		1/8	1	100						
7	7	0	0	2/4	4	1	1/8		1/8	1	101						
7	7	1/8	1/8	2/4	4	1	1/8		1/8	1	102						
7	7	1/4	1/4	2/4	4	1	1/8		1/8	1	103						
7	7	3/8	3/8	2/4	4	1	1/8		1/8	1	104						
8	8	0	0	2/4	1	1	1/16		1/16	1	105						
8	8	1/16	1/16	2/4	1	1	1/16		1/16	1	106						
8	8	1/8	1/8	2/4	1	1	1/16		1/16	1	107						
8	8	3/16	3/16	2/4	1	1	1/16		1/16	1	108						
8	8	1/4	1/4	2/4	1	1	3/16		1/8	3/2	109						
8	8	7/16	7/16	2/4	1	1	1/16		1/16	1	110						
8	8	0	0	2/4	2	1	1/4		1/4	1	111						
8	8	1/4	1/4	2/4	2	1	1/16		1/16	1	112						
8	8	5/16	5/16	2/4	2	1	1/16		1/16	1	113						
8	8	3/8	3/8	2/4	2	1	1/16		1/16	1	114						
8	8	7/16	7/16	2/4	2	1	1/16		1/16	1	115						
8	8	0	0	2/4	3	1	1/8		1/8	1	116						
8	8	1/8	1/8	2/4	3	1	1/8		1/8	1	117						
8	8	1/4	1/4	2/4	3	1	1/8		1/8	1	118						
8	8	3/8	3/8	2/4	3	1	1/8		1/8	1	119						
8	8	0	0	2/4	4	1	1/4		1/4	1	120						
8	8	1/4	1/4	2/4	4	1	1/4		1/4	1	121						
9	9	0	0	2/4	1	1	1/16		1/16	1	122						
9	9	1/16	1/16	2/4	1	1	1/16		1/16	1	123						
9	9	1/8	1/8	2/4	1	1	1/16		1/16	1	124						
9	9	3/16	3/16	2/4	1	1	1/16		1/16	1	125						
9	9	1/4	1/4	2/4	1	1	3/16		1/8	3/2	126						
9	9	7/16	7/16	2/4	1	1	1/16		1/16	1	127						
9	9	0	0	2/4	2	1	1/4		1/4	1	128						
9	9	1/4	1/4	2/4	2	1	1/16		1/16	1	129						
9	9	5/16	5/16	2/4	2	1	1/16		1/16	1	130						
9	9	3/8	3/8	2/4	2	1	1/16		1/16	1	131						
9	9	7/16	7/16	2/4	2	1	1/16		1/16	1	132						
9	9	0	0	2/4	3	1	1/8		1/8	1	133						
9	9	1/8	1/8	2/4	3	1	1/8		1/8	1	134						
9	9	1/4	1/4	2/4	3	1	1/8		1/8	1	135						
9	9	3/8	3/8	2/4	3	1	1/8		1/8	1	136						
9	9	0	0	2/4	4	1	1/4		1/4	1	137						
9	9	1/4	1/4	2/4	4	1	1/4		1/4	1	138						
10	10	0	0	2/4	1	1	0							cresc.			
10	10	0	0	2/4	1	1	3/32		1/16	3/2	139						
10	10	3/32	3/32	2/4	1	1	1/32		1/32	1	140						
10	10	1/8	1/8	2/4	1	1	3/32		1/16	3/2	141						
10	10	7/32	7/32	2/4	1	1	1/32		1/32	1	142						
10	10	1/4	1/4	2/4	1	1	3/32		1/16	3/2	143						
10	10	11/32	11/32	2/4	1	1	1/32		1/32	1	144						
10	10	3/8	3/8	2/4	1	1	3/32		1/16	3/2	145						
10	10	15/32	15/32	2/4	1	1	1/32		1/32	1	146						
10	10	0	0	2/4	2	1	1/8		1/8	1	147						
10	10	1/8	1/8	2/4	2	1	1/4		1/4	1	148						
10	10	3/8	3/8	2/4	2	1	1/8		1/8	1	149						
10	10	0	0	2/4	3	1	0							cresc.			
10	10	0	0	2/4	3	1	1/8		1/8	1	150						
10	10	1/8	1/8	2/4	3	1	1/8		1/8	1	151						
10	10	1/4	1/4	2/4	3	1	3/32		1/16	3/2	152						
10	10	11/32	11/32	2/4	3	1	1/32		1/32	1	153						
10	10	3/8	3/8	2/4	3	1	3/32		1/16	3/2	154						
10	10	15/32	15/32	2/4	3	1	1/32		1/32	1	155						
10	10	0	0	2/4	4	1	0							cresc.			
10	10	0	0	2/4	4	1	0							cresc.			
10	10	0	0	2/4	4	1	1/8		1/8	1	156						
10	10	1/8	1/8	2/4	4	1	1/8		1/8	1	157						
10	10	1/4	1/4	2/4	4	1	1/8		1/8	1	158						
10	10	3/8	3/8	2/4	4	1	1/8		1/8	1	159						
11	11	0	0	2/4	1	1	3/32		1/16	3/2	160						
11	11	3/32	3/32	2/4	1	1	1/32		1/32	1	161						
11	11	1/8	1/8	2/4	1	1	1/4		1/4	1	162						
11	11	3/8	3/8	2/4	1	1	3/32		1/16	3/2	163						
11	11	15/32	15/32	2/4	1	1	1/32		1/32	1	164						
11	11	0	0	2/4	2	1	3/32		1/16	3/2	165						
11	11	3/32	3/32	2/4	2	1	1/32		1/32	1	166						
11	11	1/8	1/8	2/4	2	1	1/4		1/4	1	167						
11	11	3/8	3/8	2/4	2	1	3/32		1/16	3/2	168						
11	11	15/32	15/32	2/4	2	1	1/32		1/32	1	169						
11	11	0	0	2/4	3	1	3/32		1/16	3/2	170						
11	11	3/32	3/32	2/4	3	1	1/32		1/32	1	171						
11	11	1/8	1/8	2/4	3	1	1/4		1/4	1	172						
11	11	3/8	3/8	2/4	3	1	3/32		1/16	3/2	173						
11	11	15/32	15/32	2/4	3	1	1/32		1/32	1	174						
11	11	0	0	2/4	4	1	3/16		1/8	3/2	175						
11	11	3/16	3/16	2/4	4	1	1/16		1/16	1	176						
11	11	1/4	1/4	2/4	4	1	1/8		1/8	1	177						
11	11	3/8	3/8	2/4	4	1	1/8		1/8	1	178						
12	12	0	0	2/4	1	1	0					p					
12	12	0	0	2/4	1	1	1/8		1/8	1	179						
12	12	1/4	1/4	2/4	1	1	1/32		1/32	1	180						
12	12	9/32	9/32	2/4	1	1	1/32		1/32	1	181						
12	12	5/16	5/16	2/4	1	1	1/32		1/32	1	182						
12	12	11/32	11/32	2/4	1	1	1/32		1/32	1	183						
12	12	3/8	3/8	2/4	1	1	1/32		1/32	1	184						
12	12	13/32	13/32	2/4	1	1	1/32		1/32	1	185						
12	12	7/16	7/16	2/4	1	1	1/32		1/32	1	186						
12	12	15/32	15/32	2/4	1	1	1/32		1/32	1	187						
12	12	0	0	2/4	2	1	0					p					
12	12	0	0	2/4	2	1	1/8		1/8	1	188						
12	12	0	0	2/4	3	1	0					p					
12	12	0	0	2/4	3	1	1/8		1/8	1	189						
12	12	0	0	2/4	4	1	0					p					
12	12	0	0	2/4	4	1	1/8		1/8	1	190						
12	12	1/8	1/8	2/4	4	1	1/8		1/8	1	191						
13	13	0	0	2/4	1	1	3/32		1/16	3/2	192						
13	13	3/32	3/32	2/4	1	1	1/32		1/32	1	193						
13	13	1/8	1/8	2/4	1	1	1/8		1/8	1	194						
13	13	1/4	1/4	2/4	1	1	3/32		1/16	3/2	195						
13	13	11/32	11/32	2/4	1	1	1/32		1/32	1	196						
13	13	3/8	3/8	2/4	1	1	1/8		1/8	1	197						
13	13	0	0	2/4	2	1	1/8		1/8	1	198						
13	13	1/8	1/8	2/4	2	1	1/16		1/16	1	199						
13	13	1/4	1/4	2/4	2	1	1/8		1/8	1	200						
13	13	3/8	3/8	2/4	2	1	1/16		1/16	1	201						
13	13	0	0	2/4	3	1	1/8		1/8	1	202						
13	13	1/8	1/8	2/4	3	1	1/16		1/16	1	203						
13	13	1/4	1/4	2/4	3	1	1/8		1/8	1	204						
13	13	3/8	3/8	2/4	3	1	1/16		1/16	1	205						
14	14	0	0	2/4	1	1	0	acciaccatura	1/8	1	206						
14	14	0	0	2/4	1	1	1/32		1/32	1	207						
14	14	1/32	1/32	2/4	1	1	1/32		1/32	1	208						
14	14	1/16	1/16	2/4	1	1	1/32		1/32	1	209						
14	14	3/32	3/32	2/4	1	1	1/32		1/32	1	210						
14	14	1/8	1/8	2/4	1	1	1/8		1/8	1	211						
14	14	0	0	2/4	2	1	1/8		1/8	1	212						
14	14	0	0	2/4	3	1	1/8		1/8	1	213						
14	14	1/4	1/4	2/4	3	1	1/32		1/32	1	214						
14	14	9/32	9/32	2/4	3	1	1/32		1/32	1	215						
14	14	5/16	5/16	2/4	3	1	1/32		1/32	1	216						
14	14	11/32	11/32	2/4	3	1	1/32		1/32	1	217						
14	14	3/8	3/8	2/4	3	1	1/32		1/32	1	218						
14	14	13/32	13/32	2/4	3	1	1/32		1/32	1	219						
14	14	7/16	7/16	2/4	3	1	1/32		1/32	1	220						
14	14	15/32	15/32	2/4	3	1	1/32		1/32	1	221						
14	14	1/4	1/4	2/4	4	1	0					p					
14	14	1/4	1/4	2/4	4	1	0					p					
14	14	1/4	1/4	2/4	4	1	1/32		1/32	1	222						
14	14	9/32	9/32	2/4	4	1	1/32		1/32	1	223						
14	14	5/16	5/16	2/4	4	1	1/32		1/32	1	224						
14	14	11/32	11/32	2/4	4	1	1/32		1/32	1	225						
14	14	3/8	3/8	2/4	4	1	1/32		1/32	1	226						
14	14	13/32	13/32	2/4	4	1	1/32		1/32	1	227						
14	14	7/16	7/16	2/4	4	1	1/32		1/32	1	228						
14	14	15/32	15/32	2/4	4	1	1/32		1/32	1	229						
15	15	1/4	1/4	2/4	2	1	3/32		1/16	3/2	230						
15	15	11/32	11/32	2/4	2	1	1/32		1/32	1	231						
15	15	3/8	3/8	2/4	2	1	1/8		1/8	1	232						
15	15	0	0	2/4	3	1	3/32		1/16	3/2	233						
15	15	3/32	3/32	2/4	3	1	1/32		1/32	1	234						
15	15	1/8	1/8	2/4	3	1	1/8		1/8	1	235						
15	15	1/4	1/4	2/4	3	1	1/8		1/8	1	236						
15	15	3/8	3/8	2/4	3	1	1/16		1/16	1	237						
15	15	0	0	2/4	4	1	1/8		1/8	1	238						
15	15	1/8	1/8	2/4	4	1	1/16		1/16	1	239						
15	15	1/4	1/4	2/4	4	1	1/8		1/8	1	240						
15	15	3/8	3/8	2/4	4	1	1/16		1/16	1	241						
16	16	0	0	2/4	1	1	0							cresc.			
16	16	0	0	2/4	1	1	3/32		1/16	3/2	242						
16	16	3/32	3/32	2/4	1	1	1/32		1/32	1	243						
16	16	1/8	1/8	2/4	1	1	3/32		1/16	3/2	244						
16	16	7/32	7/32	2/4	1	1	1/32		1/32	1	245						
16	16	1/4	1/4	2/4	1	1	3/32		1/16	3/2	246						
16	16	11/32	11/32	2/4	1	1	1/32		1/32	1	247						
16	16	3/8	3/8	2/4	1	1	3/32		1/16	3/2	248						
16	16	15/32	15/32	2/4	1	1	1/32		1/32	1	249						
16	16	0	0	2/4	2	1	0							cresc.			
16	16	0	0	2/4	2	1	0							cresc.			
16	16	0	0	2/4	2	1	3/32		1/16	3/2	250						
16	16	3/32	3/32	2/4	2	1	1/32		1/32	1	251						
16	16	1/8	1/8	2/4	2	1	3/32		1/16	3/2	252						
16	16	7/32	7/32	2/4	2	1	1/32		1/32	1	253						
16	16	1/4	1/4	2/4	2	1	3/32		1/16	3/2	254						
16	16	11/32	11/32	2/4	2	1	1/32		1/32	1	255						
16	16	3/8	3/8	2/4	2	1	3/32		1/16	3/2	256						
16	16	15/32	15/32	2/4	2	1	1/32		1/32	1	257						
16	16	0	0	2/4	3	1	1/8		1/8	1	258						
16	16	1/8	1/8	2/4	3	1	1/8		1/8	1	259						
16	16	1/4	1/4	2/4	3	1	1/8		1/8	1	260						
16	16	3/8	3/8	2/4	3	1	1/8		1/8	1	261						
16	16	0	0	2/4	4	1	0							cresc.			
16	16	0	0	2/4	4	1	1/8		1/8	1	262						
16	16	1/8	1/8	2/4	4	1	1/8		1/8	1	263						
16	16	1/4	1/4	2/4	4	1	1/8		1/8	1	264						
16	16	3/8	3/8	2/4	4	1	1/8		1/8	1	265						
17	17	0	0	2/4	1	1	0					p					
17	17	0	0	2/4	1	1	1/8		1/8	1	266						
17	17	0	0	2/4	2	1	0					p					
17	17	0	0	2/4	2	1	1/16		1/16	1	267						
17	17	1/16	1/16	2/4	2	1	1/8		1/8	1	268						
17	17	3/16	3/16	2/4	2	1	1/16		1/16	1	269						
17	17	1/4	1/4	2/4	2	1	1/32		1/32	1	270						
17	17	9/32	9/32	2/4	2	1	1/32		1/32	1	271						
17	17	5/16	5/16	2/4	2	1	1/32		1/32	1	272						
17	17	11/32	11/32	2/4	2	1	1/32		1/32	1	273						
17	17	3/8	3/8	2/4	2	1	1/32		1/32	1	274						
17	17	13/32	13/32	2/4	2	1	1/32		1/32	1	275						
17	17	7/16	7/16	2/4	2	1	1/32		1/32	1	276						
17	17	15/32	15/32	2/4	2	1	1/32		1/32	1	277						
17	17	0	0	2/4	3	1	0					p					
17	17	0	0	2/4	3	1	1/16		1/16	1	278						
17	17	1/16	1/16	2/4	3	1	1/16		1/16	1	279						
17	17	1/8	1/8	2/4	3	1	1/16		1/16	1	280						
17	17	3/16	3/16	2/4	3	1	1/16		1/16	1	281						
17	17	1/4	1/4	2/4	3	1	1/16		1/16	1	282						
17	17	5/16	5/16	2/4	3	1	1/16		1/16	1	283						
17	17	3/8	3/8	2/4	3	1	1/16		1/16	1	284						
17	17	7/16	7/16	2/4	3	1	1/16		1/16	1	285						
17	17	0	0	2/4	4	1	0					p					
17	17	0	0	2/4	4	1	1/8		1/8	1	286						
18	18	0	0	2/4	1	1	1/8		1/8	1	287						
18	18	1/8	1/8	2/4	1	1	1/32		1/32	1	288						
18	18	5/32	5/32	2/4	1	1	1/32		1/32	1	289						
18	18	3/16	3/16	2/4	1	1	1/32		1/32	1	290						
18	18	7/32	7/32	2/4	1	1	1/32		1/32	1	291						
18	18	1/4	1/4	2/4	1	1	1/32		1/32	1	292						
18	18	9/32	9/32	2/4	1	1	1/32		1/32	1	293						
18	18	5/16	5/16	2/4	1	1	1/32		1/32	1	294						
18	18	11/32	11/32	2/4	1	1	1/32		1/32	1	295						
18	18	3/8	3/8	2/4	1	1	1/32		1/32	1	296						
18	18	13/32	13/32	2/4	1	1	1/32		1/32	1	297						
18	18	7/16	7/16	2/4	1	1	1/32		1/32	1	298						
18	18	15/32	15/32	2/4	1	1	1/32		1/32	1	299						
18	18	0	0	2/4	2	1	3/32		1/16	3/2	300						
18	18	3/32	3/32	2/4	2	1	1/32		1/32	1	301						
18	18	1/8	1/8	2/4	2	1	1/8		1/8	1	302						
18	18	0	0	2/4	3	1	1/16		1/16	1	303						
18	18	1/16	1/16	2/4	3	1	1/16		1/16	1	304						
18	18	1/8	1/8	2/4	3	1	1/16		1/16	1	305						
18	18	3/16	3/16	2/4	3	1	1/16		1/16	1	306						
18	18	1/4	1/4	2/4	3	1	1/16		1/16	1	307						
18	18	5/16	5/16	2/4	3	1	1/16		1/16	1	308						
18	18	3/8	3/8	2/4	3	1	1/16		1/16	1	309						
18	18	7/16	7/16	2/4	3	1	1/16		1/16	1	310						
18	18	0	0	2/4	4	1	1/16		1/16	1	311						
18	18	1/16	1/16	2/4	4	1	1/16		1/16	1	312						
18	18	1/8	1/8	2/4	4	1	1/16		1/16	1	313						
18	18	3/16	3/16	2/4	4	1	1/16		1/16	1	314						
18	18	1/4	1/4	2/4	4	1	1/16		1/16	1	315						
18	18	5/16	5/16	2/4	4	1	1/16		1/16	1	316						
18	18	3/8	3/8	2/4	4	1	1/16		1/16	1	317						
18	18	7/16	7/16	2/4	4	1	1/16		1/16	1	318						
19	19	0	0	2/4	1	1	0	acciaccatura	1/8	1	319						
19	19	0	0	2/4	1	1	1/32		1/32	1	320						
19	19	1/32	1/32	2/4	1	1	1/32		1/32	1	321						
19	19	1/16	1/16	2/4	1	1	1/32		1/32	1	322						
19	19	3/32	3/32	2/4	1	1	1/32		1/32	1	323						
19	19	1/8	1/8	2/4	1	1	1/8		1/8	1	324						
19	19	0	0	2/4	2	1	1/8		1/8	1	325						
19	19	1/8	1/8	2/4	2	1	1/32		1/32	1	326						
19	19	5/32	5/32	2/4	2	1	1/32		1/32	1	327						
19	19	3/16	3/16	2/4	2	1	1/32		1/32	1	328						
19	19	7/32	7/32	2/4	2	1	1/32		1/32	1	329						
19	19	1/4	1/4	2/4	2	1	1/32		1/32	1	330						
19	19	9/32	9/32	2/4	2	1	1/32		1/32	1	331						
19	19	5/16	5/16	2/4	2	1	1/32		1/32	1	332						
19	19	11/32	11/32	2/4	2	1	1/32		1/32	1	333						
19	19	3/8	3/8	2/4	2	1	1/32		1/32	1	334						
19	19	13/32	13/32	2/4	2	1	1/32		1/32	1	335						
19	19	7/16	7/16	2/4	2	1	1/32		1/32	1	336						
19	19	15/32	15/32	2/4	2	1	1/32		1/32	1	337						
19	19	0	0	2/4	3	1	1/16		1/16	1	338						
19	19	1/16	1/16	2/4	3	1	1/16		1/16	1	339						
19	19	1/8	1/8	2/4	3	1	1/16		1/16	1	340						
19	19	3/16	3/16	2/4	3	1	1/16		1/16	1	341						
19	19	1/4	1/4	2/4	3	1	1/16		1/16	1	342						
19	19	5/16	5/16	2/4	3	1	1/16		1/16	1	343						
19	19	3/8	3/8	2/4	3	1	1/16		1/16	1	344						
19	19	7/16	7/16	2/4	3	1	1/16		1/16	1	345						
19	19	0	0	2/4	4	1	1/8		1/8	1	346						
20	20	0	0	2/4	1	1	1/8		1/8	1	347						
20	20	1/8	1/8	2/4	1	1	1/32		1/32	1	348						
20	20	5/32	5/32	2/4	1	1	1/32		1/32	1	349						
20	20	3/16	3/16	2/4	1	1	1/32		1/32	1	350						
20	20	7/32	7/32	2/4	1	1	1/32		1/32	1	351						
20	20	1/4	1/4	2/4	1	1	1/32		1/32	1	352						
20	20	9/32	9/32	2/4	1	1	1/32		1/32	1	353						
20	20	5/16	5/16	2/4	1	1	1/32		1/32	1	354						
20	20	11/32	11/32	2/4	1	1	1/32		1/32	1	355						
20	20	3/8	3/8	2/4	1	1	1/32		1/32	1	356						
20	20	13/32	13/32	2/4	1	1	1/32		1/32	1	357						
20	20	7/16	7/16	2/4	1	1	1/32		1/32	1	358						
20	20	15/32	15/32	2/4	1	1	1/32		1/32	1	359						
20	20	0	0	2/4	2	1	3/32		1/16	3/2	360						
20	20	3/32	3/32	2/4	2	1	1/32		1/32	1	361						
20	20	1/8	1/8	2/4	2	1	1/8		1/8	1	362						
20	20	5/16	5/16	2/4	2	1	1/16		1/16	1	363						
20	20	3/8	3/8	2/4	2	1	1/16		1/16	1	364						
20	20	7/16	7/16	2/4	2	1	1/16		1/16	1	365						
20	20	0	0	2/4	3	1	1/16		1/16	1	366						
20	20	1/16	1/16	2/4	3	1	1/16		1/16	1	367						
20	20	1/8	1/8	2/4	3	1	1/16		1/16	1	368						
20	20	3/16	3/16	2/4	3	1	1/16		1/16	1	369						
20	20	1/4	1/4	2/4	3	1	1/16		1/16	1	370						
20	20	5/16	5/16	2/4	3	1	1/16		1/16	1	371						
20	20	3/8	3/8	2/4	3	1	1/16		1/16	1	372						
20	20	7/16	7/16	2/4	3	1	1/16		1/16	1	373						
20	20	0	0	2/4	4	1	1/16		1/16	1	374						
20	20	1/16	1/16	2/4	4	1	1/16		1/16	1	375						
20	20	1/8	1/8	2/4	4	1	1/16		1/16	1	376						
20	20	3/16	3/16	2/4	4	1	1/16		1/16	1	377						
20	20	1/4	1/4	2/4	4	1	1/16		1/16	1	378						
20	20	5/16	5/16	2/4	4	1	1/16		1/16	1	379						
20	20	3/8	3/8	2/4	4	1	1/16		1/16	1	380						
20	20	7/16	7/16	2/4	4	1	1/16		1/16	1	381						
21	21	0	0	2/4	1	1	1/16		1/16	1	382						
21	21	3/16	3/16	2/4	1	1	1/32		1/32	1	383						
21	21	7/32	7/32	2/4	1	1	1/32		1/32	1	384						
21	21	1/4	1/4	2/4	1	1	1/8		1/8	1	385						
21	21	7/16	7/16	2/4	1	1	1/32		1/32	1	386						
21	21	15/32	15/32	2/4	1	1	1/32		1/32	1	387						
21	21	0	0	2/4	2	1	0							decresc			
21	21	0	0	2/4	2	1	1/16		1/16	1	388						
21	21	1/16	1/16	2/4	2	1	1/16		1/16	1	389						
21	21	1/8	1/8	2/4	2	1	1/16		1/16	1	390						
21	21	5/16	5/16	2/4	2	1	1/16		1/16	1	391						
21	21	3/8	3/8	2/4	2	1	1/16		1/16	1	392						
21	21	0	0	2/4	3	1	1/16		1/16	1	393						
21	21	1/16	1/16	2/4	3	1	1/16		1/16	1	394						
21	21	1/8	1/8	2/4	3	1	1/16		1/16	1	395						
21	21	5/16	5/16	2/4	3	1	1/16		1/16	1	396						
21	21	3/8	3/8	2/4	3	1	1/16		1/16	1	397						
21	21	0	0	2/4	4	1	0							decresc			
21	21	0	0	2/4	4	1	0							decresc			
21	21	0	0	2/4	4	1	1/8		1/8	1	398						
22	22	0	0	2/4	1	1	1/8		1/8	1	399						
22	22	3/16	3/16	2/4	1	1	1/16		1/16	1	400						
22	22	1/4	1/4	2/4	1	1	1/16		1/16	1	401						
22	22	5/16	5/16	2/4	1	1	1/16		1/16	1	402						
22	22	3/8	3/8	2/4	1	1	1/16		1/16	1	403						
22	22	7/16	7/16	2/4	1	1	1/16		1/16	1	404						
22	22	1/16	1/16	2/4	2	1	1/16		1/16	1	405						
22	22	1/8	1/8	2/4	2	1	1/16		1/16	1	406						
22	22	1/16	1/16	2/4	3	1	1/16		1/16	1	407						
22	22	1/8	1/8	2/4	3	1	1/16		1/16	1	408						
