mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	Trill:trill
23	23	0	0	2/4	1	1	0					pp					
23	23	0	0	2/4	1	1	1/16		1/16	1	409						
23	23	1/8	1/8	2/4	1	1	1/16		1/16	1	410						
23	23	1/4	1/4	2/4	1	1	1/16		1/16	1	411						
23	23	1/4	1/4	2/4	2	1	0					pp					
23	23	1/4	1/4	2/4	2	1	1/16		1/16	1	412						
23	23	3/8	3/8	2/4	2	1	1/16		1/16	1	413						
24	24	0	0	2/4	1	1	1/16		1/16	1	414						
24	24	1/8	1/8	2/4	1	1	1/16		1/16	1	415						
24	24	1/4	1/4	2/4	1	1	1/16		1/16	1	416						
24	24	0	0	2/4	2	1	1/16		1/16	1	417						
24	24	1/4	1/4	2/4	2	1	1/16		1/16	1	418						
24	24	3/8	3/8	2/4	2	1	1/16		1/16	1	419						
25	25	0	0	2/4	1	1	1/16		1/16	1	420						
25	25	1/16	1/16	2/4	1	1	1/16		1/16	1	421						
25	25	1/8	1/8	2/4	1	1	1/16		1/16	1	422						
25	25	3/16	3/16	2/4	1	1	1/16		1/16	1	423						
25	25	1/4	1/4	2/4	1	1	1/8		1/8	1	424						
25	25	7/16	7/16	2/4	1	1	1/16		1/16	1	425						
25	25	0	0	2/4	2	1	1/16		1/16	1	426						
25	25	1/16	1/16	2/4	2	1	1/16		1/16	1	427						
25	25	1/8	1/8	2/4	2	1	1/16		1/16	1	428						
25	25	3/16	3/16	2/4	2	1	1/16		1/16	1	429						
25	25	1/4	1/4	2/4	2	1	0										0
25	25	1/4	1/4	2/4	2	1	0										0, 1
25	25	1/4	1/4	2/4	2	1	3/16		1/8	3/2	430						0, 1
25	25	7/16	7/16	2/4	2	1	1/32		1/32	1	431						0, 1
25	25	15/32	15/32	2/4	2	1	1/32		1/32	1	432						0, 1
25	25	0	0	2/4	3	1	0					pp					
25	25	0	0	2/4	3	1	1/16		1/16	1	433						
25	25	1/8	1/8	2/4	3	1	1/16		1/16	1	434						
25	25	1/4	1/4	2/4	3	1	1/16		1/16	1	435						
25	25	7/16	7/16	2/4	3	1	1/16		1/16	1	436						
26	26	0	0	2/4	1	1	1/16		1/16	1	437						
26	26	1/16	1/16	2/4	1	1	1/16		1/16	1	438						
26	26	1/8	1/8	2/4	1	1	1/16		1/16	1	439						
26	26	3/16	3/16	2/4	1	1	1/16		1/16	1	440						
26	26	1/4	1/4	2/4	1	1	1/8		1/8	1	441						
26	26	7/16	7/16	2/4	1	1	1/16		1/16	1	442						
26	26	0	0	2/4	2	1	0										0, 1
26	26	0	0	2/4	2	1	0										0, 1
26	26	0	0	2/4	2	1	1/16		1/16	1	443						0, 1
26	26	1/16	1/16	2/4	2	1	1/16		1/16	1	444						
26	26	1/8	1/8	2/4	2	1	1/16		1/16	1	445						
26	26	3/16	3/16	2/4	2	1	1/16		1/16	1	446						
26	26	1/4	1/4	2/4	2	1	0										2
26	26	1/4	1/4	2/4	2	1	0										2, 3
26	26	1/4	1/4	2/4	2	1	3/16		1/8	3/2	447						2, 3
26	26	7/16	7/16	2/4	2	1	1/32		1/32	1	448						2, 3
26	26	15/32	15/32	2/4	2	1	1/32		1/32	1	449						2, 3
26	26	0	0	2/4	3	1	1/16		1/16	1	450						
26	26	1/8	1/8	2/4	3	1	1/16		1/16	1	451						
26	26	1/4	1/4	2/4	3	1	1/16		1/16	1	452						
26	26	7/16	7/16	2/4	3	1	1/16		1/16	1	453						
26	26	7/16	7/16	2/4	4	1	0					pp					
26	26	7/16	7/16	2/4	4	1	1/16		1/16	1	454						
27	27	1/16	1/16	2/4	1	1	1/16		1/16	1	455						
27	27	3/16	3/16	2/4	1	1	1/16		1/16	1	456						
27	27	5/16	5/16	2/4	1	1	1/16		1/16	1	457						
27	27	7/16	7/16	2/4	1	1	1/16		1/16	1	458						
27	27	0	0	2/4	2	1	0										2, 3
27	27	0	0	2/4	2	1	0										2, 3
27	27	1/16	1/16	2/4	2	1	1/16		1/16	1	459						
27	27	3/16	3/16	2/4	2	1	1/16		1/16	1	460						
27	27	5/16	5/16	2/4	2	1	1/16		1/16	1	461						
27	27	7/16	7/16	2/4	2	1	1/16		1/16	1	462						
27	27	0	0	2/4	3	1	1/16		1/16	1	463						
27	27	1/16	1/16	2/4	3	1	1/16		1/16	1	464						
27	27	1/8	1/8	2/4	3	1	1/16		1/16	1	465						
27	27	3/16	3/16	2/4	3	1	1/16		1/16	1	466						
27	27	1/4	1/4	2/4	3	1	0										4
27	27	1/4	1/4	2/4	3	1	3/16		1/8	3/2	467						4
27	27	7/16	7/16	2/4	3	1	1/32		1/32	1	468						4
27	27	15/32	15/32	2/4	3	1	1/32		1/32	1	469						4
27	27	0	0	2/4	4	1	1/16		1/16	1	470						
27	27	1/8	1/8	2/4	4	1	1/16		1/16	1	471						
27	27	1/4	1/4	2/4	4	1	1/16		1/16	1	472						
27	27	7/16	7/16	2/4	4	1	1/16		1/16	1	473						
28	28	1/16	1/16	2/4	1	1	1/16		1/16	1	474						
28	28	3/16	3/16	2/4	1	1	1/16		1/16	1	475						
28	28	5/16	5/16	2/4	1	1	1/16		1/16	1	476						
28	28	7/16	7/16	2/4	1	1	1/16		1/16	1	477						
28	28	1/16	1/16	2/4	2	1	1/16		1/16	1	478						
28	28	3/16	3/16	2/4	2	1	1/16		1/16	1	479						
28	28	5/16	5/16	2/4	2	1	1/16		1/16	1	480						
28	28	7/16	7/16	2/4	2	1	1/16		1/16	1	481						
28	28	0	0	2/4	3	1	0										4
28	28	0	0	2/4	3	1	1/16		1/16	1	482						4
28	28	1/16	1/16	2/4	3	1	1/16		1/16	1	483						
28	28	1/8	1/8	2/4	3	1	1/16		1/16	1	484						
28	28	3/16	3/16	2/4	3	1	1/16		1/16	1	485						
28	28	1/4	1/4	2/4	3	1	0										5
28	28	1/4	1/4	2/4	3	1	3/16		1/8	3/2	486						5
28	28	7/16	7/16	2/4	3	1	1/32		1/32	1	487						5
28	28	15/32	15/32	2/4	3	1	1/32		1/32	1	488						5
28	28	0	0	2/4	4	1	1/16		1/16	1	489						
28	28	1/8	1/8	2/4	4	1	1/16		1/16	1	490						
28	28	1/4	1/4	2/4	4	1	1/16		1/16	1	491						
28	28	3/8	3/8	2/4	4	1	1/16		1/16	1	492						
29	29	1/16	1/16	2/4	1	1	0							cresc.			
29	29	1/16	1/16	2/4	1	1	1/16		1/16	1	493						
29	29	3/16	3/16	2/4	1	1	1/16		1/16	1	494						
29	29	5/16	5/16	2/4	1	1	1/16		1/16	1	495						
29	29	7/16	7/16	2/4	1	1	1/16		1/16	1	496						
29	29	1/16	1/16	2/4	2	1	0							cresc.			
29	29	1/16	1/16	2/4	2	1	1/16		1/16	1	497						
29	29	3/16	3/16	2/4	2	1	1/16		1/16	1	498						
29	29	5/16	5/16	2/4	2	1	1/16		1/16	1	499						
29	29	7/16	7/16	2/4	2	1	1/16		1/16	1	500						
29	29	0	0	2/4	3	1	0										5
29	29	0	0	2/4	3	1	1/16		1/16	1	501						5
29	29	1/16	1/16	2/4	3	1	1/16		1/16	1	502						
29	29	1/8	1/8	2/4	3	1	1/16		1/16	1	503						
29	29	3/16	3/16	2/4	3	1	1/16		1/16	1	504						
29	29	1/4	1/4	2/4	3	1	1/16		1/16	1	505						
29	29	5/16	5/16	2/4	3	1	1/16		1/16	1	506						
29	29	3/8	3/8	2/4	3	1	1/16		1/16	1	507						
29	29	7/16	7/16	2/4	3	1	1/16		1/16	1	508						
29	29	0	0	2/4	4	1	0							cresc.			
29	29	0	0	2/4	4	1	0							cresc.			
29	29	0	0	2/4	4	1	1/16		1/16	1	509						
29	29	1/8	1/8	2/4	4	1	1/16		1/16	1	510						
29	29	1/4	1/4	2/4	4	1	1/16		1/16	1	511						
29	29	3/8	3/8	2/4	4	1	1/16		1/16	1	512						
30	30	0	0	2/4	1	1	0					f					
30	30	0	0	2/4	1	1	1/4		1/4	1	513						
30	30	1/4	1/4	2/4	1	1	1/4		1/4	1	514						
30	30	0	0	2/4	2	1	0					f					
30	30	0	0	2/4	2	1	1/4		1/4	1	515						
30	30	1/4	1/4	2/4	2	1	1/4		1/4	1	516						
30	30	0	0	2/4	3	1	0					f					
30	30	0	0	2/4	3	1	1/4		1/4	1	517						
30	30	1/4	1/4	2/4	3	1	1/4		1/4	1	518						
30	30	0	0	2/4	4	1	0					f					
30	30	0	0	2/4	4	1	1/4		1/4	1	519						
30	30	1/4	1/4	2/4	4	1	1/4		1/4	1	520						
31	31	0	0	2/4	1	1	1/4		1/4	1	521						
31	31	1/4	1/4	2/4	1	1	1/4		1/4	1	522						
31	31	0	0	2/4	2	1	1/4		1/4	1	523						
31	31	1/4	1/4	2/4	2	1	1/4		1/4	1	524						
31	31	0	0	2/4	3	1	1/4		1/4	1	525						
31	31	1/4	1/4	2/4	3	1	1/4		1/4	1	526						
31	31	0	0	2/4	4	1	1/4		1/4	1	527						
31	31	1/4	1/4	2/4	4	1	1/4		1/4	1	528						
32	32	0	0	2/4	1	1	0					sf					
32	32	0	0	2/4	1	1	3/16		1/8	3/2	529						
32	32	3/16	3/16	2/4	1	1	1/16		1/16	1	530						
32	32	1/4	1/4	2/4	1	1	1/8		1/8	1	531						
32	32	3/8	3/8	2/4	1	1	0					sf					
32	32	3/8	3/8	2/4	1	1	0					sf					
32	32	3/8	3/8	2/4	1	1	3/32		1/16	3/2	532						
32	32	15/32	15/32	2/4	1	1	1/32		1/32	1	533						
32	32	0	0	2/4	2	1	1/4		1/4	1	534						
32	32	1/4	1/4	2/4	2	1	1/8		1/8	1	535						
32	32	3/8	3/8	2/4	2	1	1/8		1/8	1	536						
32	32	0	0	2/4	3	1	0					sf					
32	32	0	0	2/4	3	1	0					sf					
32	32	0	0	2/4	3	1	1/4		1/4	1	537						
32	32	1/4	1/4	2/4	3	1	1/8		1/8	1	538						
32	32	3/8	3/8	2/4	3	1	0					sf					
32	32	3/8	3/8	2/4	3	1	0					sf					
32	32	3/8	3/8	2/4	3	1	1/8		1/8	1	539						
32	32	0	0	2/4	4	1	0					sf					
32	32	0	0	2/4	4	1	1/4		1/4	1	540						
32	32	1/4	1/4	2/4	4	1	1/8		1/8	1	541						
32	32	3/8	3/8	2/4	4	1	0					sf					
32	32	3/8	3/8	2/4	4	1	0					sf					
32	32	3/8	3/8	2/4	4	1	0					sf					
32	32	3/8	3/8	2/4	4	1	0					sf					
32	32	3/8	3/8	2/4	4	1	1/8		1/8	1	542						
33	33	0	0	2/4	1	1	1/8		1/8	1	543						
33	33	1/8	1/8	2/4	1	1	0					ff					
33	33	1/8	1/8	2/4	1	1	1/4		1/4	1	544						
33	33	3/8	3/8	2/4	1	1	1/8		1/8	1	545						
33	33	0	0	2/4	2	1	1/8		1/8	1	546						
33	33	1/8	1/8	2/4	2	1	1/4		1/4	1	547						
33	33	3/8	3/8	2/4	2	1	1/8		1/8	1	548						
33	33	0	0	2/4	3	1	1/8		1/8	1	549						
33	33	1/8	1/8	2/4	3	1	0					ff					
33	33	1/8	1/8	2/4	3	1	0					ff					
33	33	1/8	1/8	2/4	3	1	1/4		1/4	1	550						
33	33	3/8	3/8	2/4	3	1	1/8		1/8	1	551						
33	33	0	0	2/4	4	1	1/8		1/8	1	552						
33	33	1/8	1/8	2/4	4	1	0					ff					
33	33	1/8	1/8	2/4	4	1	1/4		1/4	1	553						
33	33	3/8	3/8	2/4	4	1	1/8		1/8	1	554						
34	34	0	0	2/4	1	1	0					p					
34	34	0	0	2/4	1	1	0					p					
34	34	0	0	2/4	1	1	1/8		1/8	1	555						
34	34	3/8	3/8	2/4	1	1	0					pp					
34	34	3/8	3/8	2/4	1	1	3/32		1/16	3/2	556						
34	34	15/32	15/32	2/4	1	1	1/32		1/32	1	557						
34	34	0	0	2/4	2	1	1/8		1/8	1	558						
34	34	1/8	1/8	2/4	2	1	1/8		1/8	1	559						
34	34	1/4	1/4	2/4	2	1	1/8		1/8	1	560						
34	34	3/8	3/8	2/4	2	1	0					pp					
34	34	3/8	3/8	2/4	2	1	1/8		1/8	1	561						
34	34	0	0	2/4	3	1	0					p					
34	34	0	0	2/4	3	1	0					p					
34	34	0	0	2/4	3	1	1/8		1/8	1	562						
34	34	3/8	3/8	2/4	3	1	0					pp					
34	34	3/8	3/8	2/4	3	1	3/32		1/16	3/2	563						
34	34	15/32	15/32	2/4	3	1	1/32		1/32	1	564						
34	34	0	0	2/4	4	1	0					p					
34	34	0	0	2/4	4	1	1/8		1/8	1	565						
34	34	3/8	3/8	2/4	4	1	0					pp					
34	34	3/8	3/8	2/4	4	1	3/32		1/16	3/2	566						
34	34	15/32	15/32	2/4	4	1	1/32		1/32	1	567						
35	35	0	0	2/4	1	1	1/4		1/4	1	568						
35	35	3/8	3/8	2/4	1	1	0							cresc.			
35	35	3/8	3/8	2/4	1	1	3/32		1/16	3/2	569						
35	35	15/32	15/32	2/4	1	1	1/32		1/32	1	570						
35	35	0	0	2/4	2	1	1/8		1/8	1	571						
35	35	1/8	1/8	2/4	2	1	1/8		1/8	1	572						
35	35	1/4	1/4	2/4	2	1	1/8		1/8	1	573						
35	35	3/8	3/8	2/4	2	1	0							cresc.			
35	35	3/8	3/8	2/4	2	1	0							cresc.			
35	35	3/8	3/8	2/4	2	1	3/32		1/16	3/2	574						
35	35	15/32	15/32	2/4	2	1	1/32		1/32	1	575						
35	35	0	0	2/4	3	1	1/8		1/8	1	576						
35	35	3/8	3/8	2/4	3	1	3/32		1/16	3/2	577						
35	35	15/32	15/32	2/4	3	1	1/32		1/32	1	578						
35	35	0	0	2/4	4	1	1/8		1/8	1	579						
35	35	3/8	3/8	2/4	4	1	0							cresc.			
35	35	3/8	3/8	2/4	4	1	3/32		1/16	3/2	580						
35	35	15/32	15/32	2/4	4	1	1/32		1/32	1	581						
36	36	0	0	2/4	1	1	0					ff					
36	36	0	0	2/4	1	1	1/4		1/4	1	582						
36	36	1/4	1/4	2/4	1	1	1/16		1/16	1	583						
36	36	5/16	5/16	2/4	1	1	1/32		1/32	1	584						
36	36	11/32	11/32	2/4	1	1	1/32		1/32	1	585						
36	36	3/8	3/8	2/4	1	1	1/32		1/32	1	586						
36	36	13/32	13/32	2/4	1	1	1/32		1/32	1	587						
36	36	7/16	7/16	2/4	1	1	1/32		1/32	1	588						
36	36	15/32	15/32	2/4	1	1	1/32		1/32	1	589						
36	36	0	0	2/4	2	1	0					ff					
36	36	0	0	2/4	2	1	1/4		1/4	1	590						
36	36	1/4	1/4	2/4	2	1	1/8		1/8	1	591						
36	36	3/8	3/8	2/4	2	1	1/8		1/8	1	592						
36	36	0	0	2/4	3	1	0					ff					
36	36	0	0	2/4	3	1	1/4		1/4	1	593						
36	36	1/4	1/4	2/4	3	1	1/8		1/8	1	594						
36	36	3/8	3/8	2/4	3	1	1/8		1/8	1	595						
36	36	0	0	2/4	4	1	0					ff					
36	36	0	0	2/4	4	1	1/4		1/4	1	596						
36	36	1/4	1/4	2/4	4	1	1/8		1/8	1	597						
36	36	3/8	3/8	2/4	4	1	1/8		1/8	1	598						
37	37	0	0	2/4	1	1	1/8		1/8	1	599						
37	37	5/16	5/16	2/4	1	1	1/8		1/8	1	600						
37	37	7/16	7/16	2/4	1	1	1/16		1/16	1	601						
37	37	0	0	2/4	2	1	0					p					
37	37	0	0	2/4	2	1	1/8		1/8	1	602						
37	37	1/8	1/8	2/4	2	1	1/8		1/8	1	603						
37	37	1/4	1/4	2/4	2	1	0					p					
37	37	1/4	1/4	2/4	2	1	1/8		1/8	1	604						
37	37	3/8	3/8	2/4	2	1	1/8		1/8	1	605						
37	37	0	0	2/4	3	1	0					p					
37	37	0	0	2/4	3	1	3/16		1/8	3/2	606						
37	37	3/16	3/16	2/4	3	1	1/32		1/32	1	607						
37	37	7/32	7/32	2/4	3	1	1/32		1/32	1	608						
37	37	1/4	1/4	2/4	3	1	1/8		1/8	1	609						
37	37	3/8	3/8	2/4	3	1	1/8		1/8	1	610						
37	37	0	0	2/4	4	1	0					p					
37	37	0	0	2/4	4	1	1/16		1/16	1	611						
37	37	1/16	1/16	2/4	4	1	1/16		1/16	1	612						
37	37	1/8	1/8	2/4	4	1	1/16		1/16	1	613						
37	37	3/16	3/16	2/4	4	1	1/16		1/16	1	614						
37	37	1/4	1/4	2/4	4	1	1/16		1/16	1	615						
37	37	5/16	5/16	2/4	4	1	1/16		1/16	1	616						
37	37	3/8	3/8	2/4	4	1	1/16		1/16	1	617						
37	37	7/16	7/16	2/4	4	1	1/16		1/16	1	618						
38	38	0	0	2/4	1	1	1/8		1/8	1	619						
38	38	5/16	5/16	2/4	1	1	1/8		1/8	1	620						
38	38	7/16	7/16	2/4	1	1	1/16		1/16	1	621						
38	38	0	0	2/4	2	1	1/8		1/8	1	622						
38	38	1/8	1/8	2/4	2	1	1/8		1/8	1	623						
38	38	1/4	1/4	2/4	2	1	1/8		1/8	1	624						
38	38	3/8	3/8	2/4	2	1	1/8		1/8	1	625						
38	38	0	0	2/4	3	1	3/16		1/8	3/2	626						
38	38	3/16	3/16	2/4	3	1	1/32		1/32	1	627						
38	38	7/32	7/32	2/4	3	1	1/32		1/32	1	628						
38	38	1/4	1/4	2/4	3	1	1/8		1/8	1	629						
38	38	3/8	3/8	2/4	3	1	1/8		1/8	1	630						
38	38	0	0	2/4	4	1	1/16		1/16	1	631						
38	38	1/16	1/16	2/4	4	1	1/16		1/16	1	632						
38	38	1/8	1/8	2/4	4	1	1/16		1/16	1	633						
38	38	3/16	3/16	2/4	4	1	1/16		1/16	1	634						
38	38	1/4	1/4	2/4	4	1	1/16		1/16	1	635						
38	38	5/16	5/16	2/4	4	1	1/16		1/16	1	636						
38	38	3/8	3/8	2/4	4	1	1/16		1/16	1	637						
38	38	7/16	7/16	2/4	4	1	1/16		1/16	1	638						
39	39	0	0	2/4	1	1	0							cresc.			
39	39	0	0	2/4	1	1	1/16		1/16	1	639						
39	39	1/16	1/16	2/4	1	1	1/16		1/16	1	640						
39	39	1/8	1/8	2/4	1	1	1/16		1/16	1	641						
39	39	3/16	3/16	2/4	1	1	1/16		1/16	1	642						
39	39	1/4	1/4	2/4	1	1	1/16		1/16	1	643						
39	39	5/16	5/16	2/4	1	1	1/16		1/16	1	644						
39	39	3/8	3/8	2/4	1	1	1/16		1/16	1	645						
39	39	7/16	7/16	2/4	1	1	1/16		1/16	1	646						
39	39	0	0	2/4	2	1	0							cresc.			
39	39	0	0	2/4	2	1	1/16		1/16	1	647						
39	39	1/16	1/16	2/4	2	1	1/8		1/8	1	648						
39	39	3/16	3/16	2/4	2	1	1/32		1/32	1	649						
39	39	7/32	7/32	2/4	2	1	1/32		1/32	1	650						
39	39	1/4	1/4	2/4	2	1	1/16		1/16	1	651						
39	39	5/16	5/16	2/4	2	1	1/16		1/16	1	652						
39	39	3/8	3/8	2/4	2	1	1/16		1/16	1	653						
39	39	7/16	7/16	2/4	2	1	1/16		1/16	1	654						
39	39	0	0	2/4	3	1	0							cresc.			
39	39	0	0	2/4	3	1	1/16		1/16	1	655						
39	39	1/16	1/16	2/4	3	1	1/8		1/8	1	656						
39	39	3/16	3/16	2/4	3	1	1/32		1/32	1	657						
39	39	7/32	7/32	2/4	3	1	1/32		1/32	1	658						
39	39	1/4	1/4	2/4	3	1	1/16		1/16	1	659						
39	39	5/16	5/16	2/4	3	1	1/16		1/16	1	660						
39	39	3/8	3/8	2/4	3	1	1/16		1/16	1	661						
39	39	7/16	7/16	2/4	3	1	1/16		1/16	1	662						
39	39	0	0	2/4	4	1	0							cresc.			
39	39	0	0	2/4	4	1	1/16		1/16	1	663						
39	39	1/16	1/16	2/4	4	1	1/8		1/8	1	664						
39	39	3/16	3/16	2/4	4	1	1/32		1/32	1	665						
39	39	7/32	7/32	2/4	4	1	1/32		1/32	1	666						
39	39	1/4	1/4	2/4	4	1	1/16		1/16	1	667						
39	39	5/16	5/16	2/4	4	1	1/16		1/16	1	668						
39	39	3/8	3/8	2/4	4	1	1/16		1/16	1	669						
39	39	7/16	7/16	2/4	4	1	1/16		1/16	1	670						
40	40	0	0	2/4	1	1	0					p					
40	40	0	0	2/4	1	1	0					p					
40	40	0	0	2/4	1	1	1/16		1/16	1	671						
40	40	1/16	1/16	2/4	1	1	1/32		1/32	1	672						
40	40	3/32	3/32	2/4	1	1	1/32		1/32	1	673						
40	40	1/8	1/8	2/4	1	1	1/32		1/32	1	674						
40	40	5/32	5/32	2/4	1	1	1/32		1/32	1	675						
40	40	3/16	3/16	2/4	1	1	1/32		1/32	1	676						
40	40	7/32	7/32	2/4	1	1	1/32		1/32	1	677						
40	40	1/4	1/4	2/4	1	1	0										6
40	40	1/4	1/4	2/4	1	1	1/8		1/8	1	678						6
40	40	3/8	3/8	2/4	1	1	0	appoggiatura	1/8	1	679						6
40	40	3/8	3/8	2/4	1	1	0	appoggiatura	1/8	1	680						6
40	40	3/8	3/8	2/4	1	1	1/16		1/16	1	681						6
40	40	7/16	7/16	2/4	1	1	0										6
40	40	7/16	7/16	2/4	1	1	1/16		1/16	1	682						6
40	40	0	0	2/4	2	1	0					p					
40	40	0	0	2/4	2	1	0					p					
40	40	0	0	2/4	2	1	1/8		1/8	1	683						
40	40	1/4	1/4	2/4	2	1	1/16		1/16	1	684						
40	40	5/16	5/16	2/4	2	1	1/16		1/16	1	685						
40	40	3/8	3/8	2/4	2	1	1/16		1/16	1	686						
40	40	7/16	7/16	2/4	2	1	1/16		1/16	1	687						
40	40	0	0	2/4	3	1	0					p					
40	40	0	0	2/4	3	1	0					p					
40	40	0	0	2/4	3	1	1/16		1/16	1	688						
40	40	1/16	1/16	2/4	3	1	1/16		1/16	1	689						
40	40	1/8	1/8	2/4	3	1	1/16		1/16	1	690						
40	40	3/16	3/16	2/4	3	1	1/16		1/16	1	691						
40	40	1/4	1/4	2/4	3	1	1/16		1/16	1	692						
40	40	5/16	5/16	2/4	3	1	1/16		1/16	1	693						
40	40	3/8	3/8	2/4	3	1	1/16		1/16	1	694						
40	40	7/16	7/16	2/4	3	1	1/16		1/16	1	695						
40	40	0	0	2/4	4	1	0					p					
40	40	0	0	2/4	4	1	0					p					
40	40	0	0	2/4	4	1	1/16		1/16	1	696						
40	40	1/16	1/16	2/4	4	1	1/16		1/16	1	697						
40	40	1/8	1/8	2/4	4	1	1/16		1/16	1	698						
40	40	3/16	3/16	2/4	4	1	1/16		1/16	1	699						
40	40	1/4	1/4	2/4	4	1	1/16		1/16	1	700						
40	40	5/16	5/16	2/4	4	1	1/16		1/16	1	701						
40	40	3/8	3/8	2/4	4	1	1/16		1/16	1	702						
40	40	7/16	7/16	2/4	4	1	1/16		1/16	1	703						
41	41	0	0	2/4	1	1	1/8		1/8	1	704						
41	41	1/8	1/8	2/4	1	1	1/8		1/8	1	705						
41	41	1/4	1/4	2/4	1	1	1/8		1/8	1	706						
41	41	3/8	3/8	2/4	1	1	1/8		1/8	1	707						
41	41	0	0	2/4	2	1	3/16		1/8	3/2	708						
41	41	3/16	3/16	2/4	2	1	1/32		1/32	1	709						
41	41	7/32	7/32	2/4	2	1	1/32		1/32	1	710						
41	41	1/4	1/4	2/4	2	1	1/8		1/8	1	711						
41	41	3/8	3/8	2/4	2	1	1/8		1/8	1	712						
41	41	0	0	2/4	3	1	3/16		1/8	3/2	713						
41	41	3/16	3/16	2/4	3	1	1/32		1/32	1	714						
41	41	7/32	7/32	2/4	3	1	1/32		1/32	1	715						
41	41	1/4	1/4	2/4	3	1	1/8		1/8	1	716						
41	41	3/8	3/8	2/4	3	1	1/8		1/8	1	717						
41	41	0	0	2/4	4	1	1/16		1/16	1	718						
41	41	1/16	1/16	2/4	4	1	1/16		1/16	1	719						
41	41	1/8	1/8	2/4	4	1	1/16		1/16	1	720						
41	41	3/16	3/16	2/4	4	1	1/16		1/16	1	721						
41	41	1/4	1/4	2/4	4	1	1/16		1/16	1	722						
41	41	5/16	5/16	2/4	4	1	1/16		1/16	1	723						
41	41	3/8	3/8	2/4	4	1	1/16		1/16	1	724						
41	41	7/16	7/16	2/4	4	1	1/16		1/16	1	725						
42	42	0	0	2/4	1	1	1/8		1/8	1	726						
42	42	1/8	1/8	2/4	1	1	1/8		1/8	1	727						
42	42	1/4	1/4	2/4	1	1	1/8		1/8	1	728						
42	42	3/8	3/8	2/4	1	1	1/8		1/8	1	729						
42	42	0	0	2/4	2	1	3/16		1/8	3/2	730						
42	42	3/16	3/16	2/4	2	1	1/32		1/32	1	731						
42	42	7/32	7/32	2/4	2	1	1/32		1/32	1	732						
42	42	1/4	1/4	2/4	2	1	1/8		1/8	1	733						
42	42	3/8	3/8	2/4	2	1	1/8		1/8	1	734						
42	42	0	0	2/4	3	1	3/16		1/8	3/2	735						
42	42	3/16	3/16	2/4	3	1	1/32		1/32	1	736						
42	42	7/32	7/32	2/4	3	1	1/32		1/32	1	737						
42	42	1/4	1/4	2/4	3	1	1/8		1/8	1	738						
42	42	3/8	3/8	2/4	3	1	1/8		1/8	1	739						
42	42	0	0	2/4	4	1	1/16		1/16	1	740						
42	42	1/16	1/16	2/4	4	1	1/16		1/16	1	741						
42	42	1/8	1/8	2/4	4	1	1/16		1/16	1	742						
42	42	3/16	3/16	2/4	4	1	1/16		1/16	1	743						
42	42	1/4	1/4	2/4	4	1	1/16		1/16	1	744						
42	42	5/16	5/16	2/4	4	1	1/16		1/16	1	745						
42	42	3/8	3/8	2/4	4	1	1/16		1/16	1	746						
42	42	7/16	7/16	2/4	4	1	1/16		1/16	1	747						
43	43	0	0	2/4	1	1	0							cresc.			
43	43	0	0	2/4	1	1	3/32		1/16	3/2	748						
43	43	3/32	3/32	2/4	1	1	1/32		1/32	1	749						
43	43	1/8	1/8	2/4	1	1	1/8		1/8	1	750						
43	43	1/4	1/4	2/4	1	1	3/32		1/16	3/2	751						
43	43	11/32	11/32	2/4	1	1	1/32		1/32	1	752						
43	43	3/8	3/8	2/4	1	1	1/8		1/8	1	753						
43	43	0	0	2/4	2	1	3/16		1/8	3/2	754						
43	43	3/16	3/16	2/4	2	1	1/32		1/32	1	755						
43	43	7/32	7/32	2/4	2	1	1/32		1/32	1	756						
43	43	1/4	1/4	2/4	2	1	3/16		1/8	3/2	757						
43	43	7/16	7/16	2/4	2	1	1/32		1/32	1	758						
43	43	15/32	15/32	2/4	2	1	1/32		1/32	1	759						
43	43	0	0	2/4	3	1	0							cresc.			
43	43	0	0	2/4	3	1	3/16		1/8	3/2	760						
43	43	3/16	3/16	2/4	3	1	1/32		1/32	1	761						
43	43	7/32	7/32	2/4	3	1	1/32		1/32	1	762						
43	43	1/4	1/4	2/4	3	1	3/16		1/8	3/2	763						
43	43	7/16	7/16	2/4	3	1	1/32		1/32	1	764						
43	43	15/32	15/32	2/4	3	1	1/32		1/32	1	765						
43	43	0	0	2/4	4	1	0							cresc.			
43	43	0	0	2/4	4	1	0							cresc.			
43	43	0	0	2/4	4	1	1/16		1/16	1	766						
43	43	1/16	1/16	2/4	4	1	1/16		1/16	1	767						
43	43	1/8	1/8	2/4	4	1	1/16		1/16	1	768						
43	43	3/16	3/16	2/4	4	1	1/16		1/16	1	769						
43	43	1/4	1/4	2/4	4	1	1/16		1/16	1	770						
43	43	5/16	5/16	2/4	4	1	1/16		1/16	1	771						
43	43	3/8	3/8	2/4	4	1	1/16		1/16	1	772						
43	43	7/16	7/16	2/4	4	1	1/16		1/16	1	773						
44	44	0	0	2/4	1	1	0					sf					
44	44	0	0	2/4	1	1	3/32		1/16	3/2	774						
44	44	3/32	3/32	2/4	1	1	1/32		1/32	1	775						
44	44	1/8	1/8	2/4	1	1	0					sf					
44	44	1/8	1/8	2/4	1	1	0					sf					
44	44	1/8	1/8	2/4	1	1	1/8		1/8	1	776						
