mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text
241	241	3/16	3/16	3/4	1	1	1/16		1/16	1	3120			
241	241	1/4	1/4	3/4	1	1	1/16		1/16	1	3121			
241	241	5/16	5/16	3/4	1	1	1/16		1/16	1	3122			
241	241	3/8	3/8	3/4	1	1	1/16		1/16	1	3123			
241	241	7/16	7/16	3/4	1	1	1/16		1/16	1	3124			
241	241	1/2	1/2	3/4	1	1	1/16		1/16	1	3125			
241	241	9/16	9/16	3/4	1	1	1/16		1/16	1	3126			
241	241	5/8	5/8	3/4	1	1	1/16		1/16	1	3127			
241	241	11/16	11/16	3/4	1	1	1/16		1/16	1	3128			
241	241	9/16	9/16	3/4	2	1	0							
241	241	9/16	9/16	3/4	2	1	1/16		1/16	1	3129			
241	241	5/8	5/8	3/4	2	1	1/16		1/16	1	3130			
241	241	11/16	11/16	3/4	2	1	1/16		1/16	1	3131			
241	241	9/16	9/16	3/4	3	1	0							
241	241	9/16	9/16	3/4	3	1	1/16		1/16	1	3132			
241	241	5/8	5/8	3/4	3	1	1/16		1/16	1	3133			
241	241	11/16	11/16	3/4	3	1	1/16		1/16	1	3134			
241	241	9/16	9/16	3/4	4	1	0							
241	241	9/16	9/16	3/4	4	1	1/16		1/16	1	3135			
241	241	5/8	5/8	3/4	4	1	1/16		1/16	1	3136			
241	241	11/16	11/16	3/4	4	1	1/16		1/16	1	3137			
242	242	0	0	3/4	1	1	1/16		1/16	1	3138			
242	242	1/16	1/16	3/4	1	1	1/16		1/16	1	3139			
242	242	1/8	1/8	3/4	1	1	1/16		1/16	1	3140			
242	242	3/16	3/16	3/4	1	1	1/16		1/16	1	3141			
242	242	1/4	1/4	3/4	1	1	1/16		1/16	1	3142			
242	242	5/16	5/16	3/4	1	1	1/16		1/16	1	3143			
242	242	3/8	3/8	3/4	1	1	1/16		1/16	1	3144			
242	242	7/16	7/16	3/4	1	1	1/16		1/16	1	3145			
242	242	1/2	1/2	3/4	1	1	1/16		1/16	1	3146			
242	242	9/16	9/16	3/4	1	1	1/16		1/16	1	3147			
242	242	5/8	5/8	3/4	1	1	1/16		1/16	1	3148			
242	242	11/16	11/16	3/4	1	1	1/16		1/16	1	3149			
242	242	0	0	3/4	2	1	1/16		1/16	1	3150			
242	242	1/16	1/16	3/4	2	1	1/16		1/16	1	3151			
242	242	1/8	1/8	3/4	2	1	1/16		1/16	1	3152			
242	242	3/16	3/16	3/4	2	1	1/16		1/16	1	3153			
242	242	1/4	1/4	3/4	2	1	1/16		1/16	1	3154			
242	242	5/16	5/16	3/4	2	1	1/16		1/16	1	3155			
242	242	3/8	3/8	3/4	2	1	1/16		1/16	1	3156			
242	242	7/16	7/16	3/4	2	1	1/16		1/16	1	3157			
242	242	1/2	1/2	3/4	2	1	1/16		1/16	1	3158			
242	242	9/16	9/16	3/4	2	1	1/16		1/16	1	3159			
242	242	5/8	5/8	3/4	2	1	1/16		1/16	1	3160			
242	242	11/16	11/16	3/4	2	1	1/16		1/16	1	3161			
242	242	0	0	3/4	3	1	1/16		1/16	1	3162			
242	242	1/16	1/16	3/4	3	1	1/16		1/16	1	3163			
242	242	1/8	1/8	3/4	3	1	1/16		1/16	1	3164			
242	242	3/16	3/16	3/4	3	1	1/16		1/16	1	3165			
242	242	1/4	1/4	3/4	3	1	1/16		1/16	1	3166			
242	242	5/16	5/16	3/4	3	1	1/16		1/16	1	3167			
242	242	3/8	3/8	3/4	3	1	1/16		1/16	1	3168			
242	242	7/16	7/16	3/4	3	1	1/16		1/16	1	3169			
242	242	1/2	1/2	3/4	3	1	1/16		1/16	1	3170			
242	242	9/16	9/16	3/4	3	1	1/16		1/16	1	3171			
242	242	5/8	5/8	3/4	3	1	1/16		1/16	1	3172			
242	242	11/16	11/16	3/4	3	1	1/16		1/16	1	3173			
242	242	0	0	3/4	4	1	1/16		1/16	1	3174			
242	242	1/16	1/16	3/4	4	1	1/16		1/16	1	3175			
242	242	1/8	1/8	3/4	4	1	1/16		1/16	1	3176			
242	242	3/16	3/16	3/4	4	1	1/16		1/16	1	3177			
242	242	1/4	1/4	3/4	4	1	1/16		1/16	1	3178			
242	242	5/16	5/16	3/4	4	1	1/16		1/16	1	3179			
242	242	3/8	3/8	3/4	4	1	1/16		1/16	1	3180			
242	242	7/16	7/16	3/4	4	1	1/16		1/16	1	3181			
242	242	1/2	1/2	3/4	4	1	1/16		1/16	1	3182			
242	242	9/16	9/16	3/4	4	1	1/16		1/16	1	3183			
242	242	5/8	5/8	3/4	4	1	1/16		1/16	1	3184			
242	242	11/16	11/16	3/4	4	1	1/16		1/16	1	3185			
243	243	0	0	3/4	1	1	0					f		
243	243	0	0	3/4	1	1	3/4		1/2	3/2	3186			
243	243	0	0	3/4	2	1	3/8		1/4	3/2	3187			
243	243	3/8	3/8	3/4	2	1	0					f		
243	243	3/8	3/8	3/4	2	1	1/16		1/16	1	3188			
243	243	7/16	7/16	3/4	2	1	1/16		1/16	1	3189			
243	243	1/2	1/2	3/4	2	1	1/16		1/16	1	3190			
243	243	9/16	9/16	3/4	2	1	1/16		1/16	1	3191			
243	243	5/8	5/8	3/4	2	1	1/16		1/16	1	3192			
243	243	11/16	11/16	3/4	2	1	1/16		1/16	1	3193			
243	243	0	0	3/4	3	1	3/8		1/4	3/2	3194			
243	243	3/8	3/8	3/4	3	1	0					f		
243	243	3/8	3/8	3/4	3	1	1/16		1/16	1	3195			
243	243	7/16	7/16	3/4	3	1	1/16		1/16	1	3196			
243	243	1/2	1/2	3/4	3	1	1/16		1/16	1	3197			
243	243	9/16	9/16	3/4	3	1	1/16		1/16	1	3198			
243	243	5/8	5/8	3/4	3	1	1/16		1/16	1	3199			
243	243	11/16	11/16	3/4	3	1	1/16		1/16	1	3200			
243	243	0	0	3/4	4	1	3/8		1/4	3/2	3201			
243	243	3/8	3/8	3/4	4	1	0					f		
243	243	3/8	3/8	3/4	4	1	1/16		1/16	1	3202			
243	243	7/16	7/16	3/4	4	1	1/16		1/16	1	3203			
243	243	1/2	1/2	3/4	4	1	1/16		1/16	1	3204			
243	243	9/16	9/16	3/4	4	1	1/16		1/16	1	3205			
243	243	5/8	5/8	3/4	4	1	1/16		1/16	1	3206			
243	243	11/16	11/16	3/4	4	1	1/16		1/16	1	3207			
244	244	0	0	3/4	1	1	3/4		1/2	3/2	3208		ornamentTrill	
244	244	0	0	3/4	2	1	1/8		1/8	1	3209			
244	244	1/8	1/8	3/4	2	1	1/8		1/8	1	3210			
244	244	1/4	1/4	3/4	2	1	1/8		1/8	1	3211			
244	244	3/8	3/8	3/4	2	1	1/8		1/8	1	3212			
244	244	1/2	1/2	3/4	2	1	1/8		1/8	1	3213			
244	244	5/8	5/8	3/4	2	1	1/8		1/8	1	3214			
244	244	0	0	3/4	3	1	1/8		1/8	1	3215			
244	244	1/8	1/8	3/4	3	1	1/8		1/8	1	3216			
244	244	1/4	1/4	3/4	3	1	1/8		1/8	1	3217			
244	244	3/8	3/8	3/4	3	1	1/8		1/8	1	3218			
244	244	1/2	1/2	3/4	3	1	1/8		1/8	1	3219			
244	244	5/8	5/8	3/4	3	1	1/8		1/8	1	3220			
244	244	0	0	3/4	4	1	1/8		1/8	1	3221			
244	244	1/8	1/8	3/4	4	1	1/8		1/8	1	3222			
244	244	1/4	1/4	3/4	4	1	1/8		1/8	1	3223			
244	244	3/8	3/8	3/4	4	1	1/8		1/8	1	3224			
244	244	1/2	1/2	3/4	4	1	1/8		1/8	1	3225			
244	244	5/8	5/8	3/4	4	1	1/8		1/8	1	3226			
245	245	0	0	3/4	1	1	1/4		1/4	1	3227		articStaccatoAbove	
245	245	1/4	1/4	3/4	1	1	0					fp		
245	245	1/4	1/4	3/4	1	1	3/8		1/4	3/2	3228			
245	245	5/8	5/8	3/4	1	1	1/8		1/8	1	3229			
245	245	0	0	3/4	2	1	1/4		1/4	1	3230		articStaccatoBelow	
245	245	1/4	1/4	3/4	2	1	3/8		1/4	3/2	3231		articTenutoBelow	
245	245	5/8	5/8	3/4	2	1	1/8		1/8	1	3232		articStaccatoBelow	
245	245	0	0	3/4	3	1	1/4		1/4	1	3233		articStaccatoBelow	
245	245	1/4	1/4	3/4	3	1	0					fp		
245	245	1/4	1/4	3/4	3	1	0					fp		
245	245	1/4	1/4	3/4	3	1	3/8		1/4	3/2	3234			
245	245	5/8	5/8	3/4	3	1	1/8		1/8	1	3235			
245	245	0	0	3/4	4	1	1/4		1/4	1	3236		articStaccatoAbove	
246	246	0	0	3/4	1	1	1/8		1/8	1	3237			
246	246	1/8	1/8	3/4	1	1	1/8		1/8	1	3238			
246	246	1/4	1/4	3/4	1	1	1/8		1/8	1	3239			
246	246	3/8	3/8	3/4	1	1	1/8		1/8	1	3240			
246	246	1/2	1/2	3/4	1	1	1/8		1/8	1	3241			
246	246	5/8	5/8	3/4	1	1	1/8		1/8	1	3242			
246	246	0	0	3/4	2	1	1/8		1/8	1	3243			
246	246	1/8	1/8	3/4	2	1	1/8		1/8	1	3244			
246	246	1/4	1/4	3/4	2	1	1/8		1/8	1	3245			
246	246	3/8	3/8	3/4	2	1	1/8		1/8	1	3246			
246	246	1/2	1/2	3/4	2	1	1/8		1/8	1	3247			
246	246	5/8	5/8	3/4	2	1	1/8		1/8	1	3248			
246	246	0	0	3/4	3	1	1/8		1/8	1	3249			
246	246	1/8	1/8	3/4	3	1	1/8		1/8	1	3250			
246	246	1/4	1/4	3/4	3	1	1/8		1/8	1	3251			
246	246	3/8	3/8	3/4	3	1	1/8		1/8	1	3252			
246	246	1/2	1/2	3/4	3	1	1/8		1/8	1	3253			
246	246	5/8	5/8	3/4	3	1	1/8		1/8	1	3254			
247	247	0	0	3/4	1	1	1/8		1/8	1	3255			
247	247	1/8	1/8	3/4	1	1	1/8		1/8	1	3256			
247	247	1/4	1/4	3/4	1	1	1/8		1/8	1	3257			
247	247	3/8	3/8	3/4	1	1	1/8		1/8	1	3258			
247	247	1/2	1/2	3/4	1	1	1/8		1/8	1	3259			
247	247	5/8	5/8	3/4	1	1	1/8		1/8	1	3260			
247	247	0	0	3/4	2	1	1/8		1/8	1	3261			
247	247	1/8	1/8	3/4	2	1	1/8		1/8	1	3262			
247	247	1/4	1/4	3/4	2	1	1/8		1/8	1	3263		articTenutoBelow	
247	247	3/8	3/8	3/4	2	1	1/8		1/8	1	3264			
247	247	1/2	1/2	3/4	2	1	1/8		1/8	1	3265			
247	247	5/8	5/8	3/4	2	1	1/8		1/8	1	3266			
247	247	0	0	3/4	3	1	1/8		1/8	1	3267			
247	247	1/8	1/8	3/4	3	1	1/8		1/8	1	3268			
247	247	1/4	1/4	3/4	3	1	1/8		1/8	1	3269			
247	247	3/8	3/8	3/4	3	1	1/8		1/8	1	3270			
247	247	1/2	1/2	3/4	3	1	1/8		1/8	1	3271			
247	247	5/8	5/8	3/4	3	1	1/8		1/8	1	3272			
248	248	0	0	3/4	1	1	1/8		1/8	1	3273			
248	248	1/8	1/8	3/4	1	1	1/8		1/8	1	3274			
248	248	1/4	1/4	3/4	1	1	1/4		1/4	1	3275			
248	248	0	0	3/4	2	1	1/8		1/8	1	3276			
248	248	1/8	1/8	3/4	2	1	1/8		1/8	1	3277			
248	248	1/4	1/4	3/4	2	1	1/4		1/4	1	3278			
248	248	0	0	3/4	3	1	1/8		1/8	1	3279			
248	248	1/8	1/8	3/4	3	1	1/8		1/8	1	3280			
248	248	1/4	1/4	3/4	3	1	1/4		1/4	1	3281			
250	250	0	0	3/4	1	1	0					pp		
250	250	0	0	3/4	1	1	1/4		1/4	1	3282			
250	250	1/4	1/4	3/4	1	1	1/8		1/8	1	3283			
250	250	3/8	3/8	3/4	1	1	1/16		1/16	1	3284			
250	250	7/16	7/16	3/4	1	1	1/16		1/16	1	3285			
250	250	1/2	1/2	3/4	1	1	1/8		1/8	1	3286		articStaccatoBelow	
250	250	5/8	5/8	3/4	1	1	1/8		1/8	1	3287		articStaccatoBelow	
250	250	0	0	3/4	2	1	0					pp		
250	250	0	0	3/4	2	1	3/4		1/2	3/2	3288			
250	250	0	0	3/4	3	1	0					pp		
250	250	0	0	3/4	3	1	3/4		1/2	3/2	3289			
250	250	0	0	3/4	4	1	0					pp		
250	250	0	0	3/4	4	1	3/4		1/2	3/2	3290			
251	251	0	0	3/4	1	1	0					fp		
251	251	0	0	3/4	1	1	3/4		1/2	3/2	3291			
251	251	0	0	3/4	2	1	0					fp		
251	251	0	0	3/4	2	1	3/4		1/2	3/2	3292			
251	251	0	0	3/4	3	1	0					fp		
251	251	0	0	3/4	3	1	3/4		1/2	3/2	3293			
251	251	0	0	3/4	4	1	0					fp		
251	251	0	0	3/4	4	1	3/4		1/2	3/2	3294			
252	252	0	0	3/4	1	1	1/4		1/4	1	3295			
252	252	1/4	1/4	3/4	1	1	1/4		1/4	1	3296		articStaccatoAbove	
252	252	1/2	1/2	3/4	1	1	1/4		1/4	1	3297		articStaccatoBelow	
252	252	0	0	3/4	2	1	1/4		1/4	1	3298			
252	252	1/4	1/4	3/4	2	1	1/4		1/4	1	3299		articStaccatoBelow	
252	252	1/2	1/2	3/4	2	1	1/4		1/4	1	3300		articStaccatoBelow	
252	252	0	0	3/4	3	1	1/4		1/4	1	3301			
252	252	1/4	1/4	3/4	3	1	1/4		1/4	1	3302		articStaccatoBelow	
252	252	1/2	1/2	3/4	3	1	1/4		1/4	1	3303		articStaccatoBelow	
252	252	0	0	3/4	4	1	1/4		1/4	1	3304			
252	252	1/4	1/4	3/4	4	1	1/4		1/4	1	3305		articStaccatoBelow	
252	252	1/2	1/2	3/4	4	1	1/4		1/4	1	3306		articStaccatoBelow	
253	253	0	0	3/4	1	1	1/4		1/4	1	3307		articStaccatoBelow	
253	253	1/4	1/4	3/4	1	1	0					fp		
253	253	1/4	1/4	3/4	1	1	3/8		1/4	3/2	3308			
253	253	5/8	5/8	3/4	1	1	1/8		1/8	1	3309			
253	253	0	0	3/4	2	1	1/4		1/4	1	3310			
253	253	1/4	1/4	3/4	2	1	3/8		1/4	3/2	3311			
253	253	5/8	5/8	3/4	2	1	0					fp		
253	253	5/8	5/8	3/4	2	1	1/8		1/8	1	3312			
253	253	0	0	3/4	3	1	1/4		1/4	1	3313		articStaccatoBelow	
253	253	1/4	1/4	3/4	3	1	3/8		1/4	3/2	3314			
253	253	5/8	5/8	3/4	3	1	0					fp		
253	253	5/8	5/8	3/4	3	1	1/8		1/8	1	3315			
253	253	0	0	3/4	4	1	1/4		1/4	1	3316		articStaccatoBelow	
254	254	0	0	3/4	1	1	1/8		1/8	1	3317			
254	254	1/8	1/8	3/4	1	1	1/8		1/8	1	3318			
254	254	1/4	1/4	3/4	1	1	1/8		1/8	1	3319			
254	254	3/8	3/8	3/4	1	1	1/8		1/8	1	3320			
254	254	1/2	1/2	3/4	1	1	1/8		1/8	1	3321			
254	254	5/8	5/8	3/4	1	1	1/8		1/8	1	3322			
254	254	0	0	3/4	2	1	1/8		1/8	1	3323			
254	254	1/8	1/8	3/4	2	1	1/8		1/8	1	3324			
254	254	1/4	1/4	3/4	2	1	1/8		1/8	1	3325			
254	254	3/8	3/8	3/4	2	1	1/8		1/8	1	3326			
254	254	1/2	1/2	3/4	2	1	1/8		1/8	1	3327			
254	254	5/8	5/8	3/4	2	1	1/8		1/8	1	3328			
254	254	0	0	3/4	3	1	1/8		1/8	1	3329			
254	254	1/8	1/8	3/4	3	1	1/8		1/8	1	3330			
254	254	1/4	1/4	3/4	3	1	1/8		1/8	1	3331			
254	254	3/8	3/8	3/4	3	1	1/8		1/8	1	3332			
254	254	1/2	1/2	3/4	3	1	1/8		1/8	1	3333			
254	254	5/8	5/8	3/4	3	1	1/8		1/8	1	3334			
255	255	0	0	3/4	1	1	1/8		1/8	1	3335			
255	255	1/8	1/8	3/4	1	1	1/8		1/8	1	3336			
255	255	1/4	1/4	3/4	1	1	1/8		1/8	1	3337			
255	255	3/8	3/8	3/4	1	1	1/8		1/8	1	3338			
255	255	1/2	1/2	3/4	1	1	1/8		1/8	1	3339			
255	255	5/8	5/8	3/4	1	1	1/8		1/8	1	3340			
255	255	0	0	3/4	2	1	1/8		1/8	1	3341			
255	255	1/8	1/8	3/4	2	1	1/8		1/8	1	3342			
255	255	1/4	1/4	3/4	2	1	1/8		1/8	1	3343			
255	255	3/8	3/8	3/4	2	1	1/8		1/8	1	3344			
255	255	1/2	1/2	3/4	2	1	1/8		1/8	1	3345			
255	255	5/8	5/8	3/4	2	1	1/8		1/8	1	3346			
255	255	0	0	3/4	3	1	1/8		1/8	1	3347			
255	255	1/8	1/8	3/4	3	1	1/8		1/8	1	3348			
255	255	1/4	1/4	3/4	3	1	1/8		1/8	1	3349			
255	255	3/8	3/8	3/4	3	1	1/8		1/8	1	3350			
255	255	1/2	1/2	3/4	3	1	1/8		1/8	1	3351			
255	255	5/8	5/8	3/4	3	1	1/8		1/8	1	3352			
256	256	0	0	3/4	1	1	1/8		1/8	1	3353			
256	256	1/8	1/8	3/4	1	1	1/8		1/8	1	3354			
256	256	1/4	1/4	3/4	1	1	1/4		1/4	1	3355			
256	256	0	0	3/4	2	1	1/8		1/8	1	3356			
256	256	1/8	1/8	3/4	2	1	1/8		1/8	1	3357			
256	256	1/4	1/4	3/4	2	1	1/4		1/4	1	3358			
256	256	0	0	3/4	3	1	1/8		1/8	1	3359			
256	256	1/8	1/8	3/4	3	1	1/8		1/8	1	3360			
256	256	1/4	1/4	3/4	3	1	1/4		1/4	1	3361			
258	258	0	0	3/4	1	1	3/4		1/2	3/2	3362			
258	258	0	0	3/4	2	1	0					sf		
258	258	0	0	3/4	2	1	0					sf		
258	258	0	0	3/4	2	1	3/4		1/2	3/2	3363			
258	258	0	0	3/4	3	1	0					sf		
258	258	0	0	3/4	3	1	3/4		1/2	3/2	3364			
258	258	0	0	3/4	4	1	0					sf		
258	258	0	0	3/4	4	1	3/4		1/2	3/2	3365			
259	259	0	0	3/4	1	1	3/4		1/2	3/2	3366			
259	259	0	0	3/4	2	1	0					sf		
259	259	0	0	3/4	2	1	0					sf		
259	259	0	0	3/4	2	1	3/4		1/2	3/2	3367			
259	259	0	0	3/4	3	1	0					sf		
259	259	0	0	3/4	3	1	3/4		1/2	3/2	3368			
259	259	0	0	3/4	4	1	0					sf		
259	259	0	0	3/4	4	1	3/4		1/2	3/2	3369			
260	260	0	0	3/4	1	1	1/2		1/2	1	3370			
260	260	1/2	1/2	3/4	1	1	1/4		1/4	1	3371			
260	260	0	0	3/4	2	1	0					sf		
260	260	0	0	3/4	2	1	0					sf		
260	260	0	0	3/4	2	1	1/2		1/2	1	3372			
260	260	1/2	1/2	3/4	2	1	0					sf		
260	260	1/2	1/2	3/4	2	1	0					sf		
260	260	1/2	1/2	3/4	2	1	1/4		1/4	1	3373			
260	260	0	0	3/4	3	1	0					sf		
260	260	0	0	3/4	3	1	1/2		1/2	1	3374			
260	260	1/2	1/2	3/4	3	1	0					sf		
260	260	1/2	1/2	3/4	3	1	1/4		1/4	1	3375			
260	260	0	0	3/4	4	1	0					sf		
260	260	0	0	3/4	4	1	1/2		1/2	1	3376			
260	260	1/2	1/2	3/4	4	1	0					sf		
260	260	1/2	1/2	3/4	4	1	1/4		1/4	1	3377			
261	261	0	0	3/4	1	1	1/4		1/4	1	3378			
261	261	1/4	1/4	3/4	1	1	0					ff		
261	261	1/4	1/4	3/4	1	1	1/4		1/4	1	3379		articStaccatoAbove	
261	261	1/2	1/2	3/4	1	1	1/4		1/4	1	3380		articStaccatoBelow	
261	261	0	0	3/4	2	1	1/4		1/4	1	3381		articStaccatoBelow	
261	261	1/4	1/4	3/4	2	1	0					ff		
261	261	1/4	1/4	3/4	2	1	1/4		1/4	1	3382		articStaccatoBelow	
261	261	1/2	1/2	3/4	2	1	1/4		1/4	1	3383		articStaccatoBelow	
261	261	0	0	3/4	3	1	1/4		1/4	1	3384		articStaccatoBelow	
261	261	1/4	1/4	3/4	3	1	0					ff		
261	261	1/4	1/4	3/4	3	1	1/4		1/4	1	3385		articStaccatoAbove	
261	261	1/2	1/2	3/4	3	1	1/4		1/4	1	3386		articStaccatoBelow	
261	261	0	0	3/4	4	1	1/4		1/4	1	3387		articStaccatoBelow	
261	261	1/4	1/4	3/4	4	1	0					ff		
261	261	1/4	1/4	3/4	4	1	1/4		1/4	1	3388		articStaccatoBelow	
261	261	1/2	1/2	3/4	4	1	1/4		1/4	1	3389		articStaccatoBelow	
262	262	0	0	3/4	1	1	1/4		1/4	1	3390		articStaccatoBelow	
262	262	0	0	3/4	2	1	1/8		1/8	1	3391			
262	262	1/8	1/8	3/4	2	1	1/8		1/8	1	3392			
262	262	1/4	1/4	3/4	2	1	1/8		1/8	1	3393			
262	262	3/8	3/8	3/4	2	1	1/8		1/8	1	3394			
262	262	1/2	1/2	3/4	2	1	1/8		1/8	1	3395			
262	262	5/8	5/8	3/4	2	1	1/8		1/8	1	3396			
262	262	0	0	3/4	3	1	1/8		1/8	1	3397			
262	262	1/8	1/8	3/4	3	1	0					p		
262	262	1/8	1/8	3/4	3	1	0					p		
262	262	1/8	1/8	3/4	3	1	1/8		1/8	1	3398			
262	262	1/4	1/4	3/4	3	1	1/8		1/8	1	3399			
262	262	3/8	3/8	3/4	3	1	1/8		1/8	1	3400			
262	262	1/2	1/2	3/4	3	1	1/8		1/8	1	3401			
262	262	5/8	5/8	3/4	3	1	1/8		1/8	1	3402			
262	262	0	0	3/4	4	1	3/8		1/4	3/2	3403			
262	262	3/8	3/8	3/4	4	1	0					p		
262	262	3/8	3/8	3/4	4	1	1/16		1/16	1	3404			
262	262	7/16	7/16	3/4	4	1	1/16		1/16	1	3405			
262	262	1/2	1/2	3/4	4	1	1/8		1/8	1	3406		articStaccatoAbove	
262	262	5/8	5/8	3/4	4	1	1/8		1/8	1	3407		articStaccatoAbove	
263	263	1/4	1/4	3/4	1	1	1/4		1/4	1	3408			
263	263	1/2	1/2	3/4	1	1	0					p		
263	263	1/2	1/2	3/4	1	1	0	grace16after	1/16	1	3409			
263	263	1/2	1/2	3/4	1	1	0	grace16after	1/16	1	3410			
263	263	1/2	1/2	3/4	1	1	1/4		1/4	1	3411		ornamentTrill	
263	263	0	0	3/4	2	1	3/4		1/2	3/2	3412			
263	263	0	0	3/4	3	1	3/4		1/2	3/2	3413			
263	263	0	0	3/4	4	1	1/4		1/4	1	3414			
264	264	0	0	3/4	1	1	1/4		1/4	1	3415			
264	264	1/4	1/4	3/4	1	1	1/4		1/4	1	3416			
264	264	0	0	3/4	2	1	3/4		1/2	3/2	3417			
264	264	0	0	3/4	3	1	3/4		1/2	3/2	3418			
264	264	0	0	3/4	4	1	3/8		1/4	3/2	3419			
264	264	3/8	3/8	3/4	4	1	1/16		1/16	1	3420			
264	264	7/16	7/16	3/4	4	1	1/16		1/16	1	3421			
264	264	1/2	1/2	3/4	4	1	1/8		1/8	1	3422		articStaccatoAbove	
264	264	5/8	5/8	3/4	4	1	1/8		1/8	1	3423		articStaccatoAbove	
265	265	1/4	1/4	3/4	1	1	1/4		1/4	1	3424			
265	265	1/2	1/2	3/4	1	1	0	grace16after	1/16	1	3425			
265	265	1/2	1/2	3/4	1	1	0	grace16after	1/16	1	3426			
265	265	1/2	1/2	3/4	1	1	1/4		1/4	1	3427		ornamentTrill	
265	265	0	0	3/4	2	1	3/4		1/2	3/2	3428			
265	265	0	0	3/4	3	1	3/4		1/2	3/2	3429			
265	265	0	0	3/4	4	1	1/4		1/4	1	3430			
266	266	0	0	3/4	1	1	1/8		1/8	1	3431			
266	266	1/8	1/8	3/4	1	1	1/8		1/8	1	3432			
266	266	1/4	1/4	3/4	1	1	1/4		1/4	1	3433			
266	266	0	0	3/4	2	1	1/8		1/8	1	3434			
266	266	1/8	1/8	3/4	2	1	1/8		1/8	1	3435			
266	266	1/4	1/4	3/4	2	1	1/8		1/8	1	3436			
266	266	3/8	3/8	3/4	2	1	1/8		1/8	1	3437			
266	266	1/2	1/2	3/4	2	1	1/8		1/8	1	3438			
266	266	5/8	5/8	3/4	2	1	1/8		1/8	1	3439			
266	266	0	0	3/4	3	1	3/4		1/2	3/2	3440			
266	266	0	0	3/4	4	1	1/16		1/16	1	3441			
266	266	1/16	1/16	3/4	4	1	1/16		1/16	1	3442			
266	266	1/8	1/8	3/4	4	1	1/16		1/16	1	3443			
266	266	3/16	3/16	3/4	4	1	1/16		1/16	1	3444			
266	266	1/4	1/4	3/4	4	1	1/16		1/16	1	3445			
266	266	5/16	5/16	3/4	4	1	1/16		1/16	1	3446			
266	266	3/8	3/8	3/4	4	1	1/16		1/16	1	3447			
266	266	7/16	7/16	3/4	4	1	1/16		1/16	1	3448			
266	266	1/2	1/2	3/4	4	1	1/16		1/16	1	3449			
266	266	9/16	9/16	3/4	4	1	1/16		1/16	1	3450			
266	266	5/8	5/8	3/4	4	1	1/16		1/16	1	3451			
266	266	11/16	11/16	3/4	4	1	1/16		1/16	1	3452			
267	267	0	0	3/4	1	1	1/16		1/16	1	3453			
267	267	1/16	1/16	3/4	1	1	1/16		1/16	1	3454			
267	267	1/8	1/8	3/4	1	1	1/16		1/16	1	3455			
267	267	3/16	3/16	3/4	1	1	1/16		1/16	1	3456			
267	267	1/4	1/4	3/4	1	1	1/16		1/16	1	3457			
267	267	5/16	5/16	3/4	1	1	1/16		1/16	1	3458			
267	267	3/8	3/8	3/4	1	1	1/16		1/16	1	3459			
267	267	7/16	7/16	3/4	1	1	1/16		1/16	1	3460			
267	267	1/2	1/2	3/4	1	1	1/16		1/16	1	3461			
267	267	9/16	9/16	3/4	1	1	1/16		1/16	1	3462			
267	267	5/8	5/8	3/4	1	1	1/16		1/16	1	3463			
267	267	11/16	11/16	3/4	1	1	1/16		1/16	1	3464			
267	267	0	0	3/4	2	1	3/4		1/2	3/2	3465			
267	267	0	0	3/4	3	1	3/4		1/2	3/2	3466			
267	267	0	0	3/4	4	1	1/4		1/4	1	3467			
268	268	0	0	3/4	1	1	1/4		1/4	1	3468			
268	268	1/4	1/4	3/4	1	1	1/4		1/4	1	3469			
268	268	0	0	3/4	2	1	3/4		1/2	3/2	3470			
268	268	0	0	3/4	3	1	3/4		1/2	3/2	3471			
268	268	0	0	3/4	4	1	1/16		1/16	1	3472			
268	268	1/16	1/16	3/4	4	1	1/16		1/16	1	3473			
268	268	1/8	1/8	3/4	4	1	1/16		1/16	1	3474			
268	268	3/16	3/16	3/4	4	1	1/16		1/16	1	3475			
268	268	1/4	1/4	3/4	4	1	1/16		1/16	1	3476			
268	268	5/16	5/16	3/4	4	1	1/16		1/16	1	3477			
268	268	3/8	3/8	3/4	4	1	1/16		1/16	1	3478			
268	268	7/16	7/16	3/4	4	1	1/16		1/16	1	3479			
268	268	1/2	1/2	3/4	4	1	1/16		1/16	1	3480			
268	268	9/16	9/16	3/4	4	1	1/16		1/16	1	3481			
268	268	5/8	5/8	3/4	4	1	1/16		1/16	1	3482			
268	268	11/16	11/16	3/4	4	1	1/16		1/16	1	3483			
269	269	0	0	3/4	1	1	1/16		1/16	1	3484			
269	269	1/16	1/16	3/4	1	1	1/16		1/16	1	3485			
269	269	1/8	1/8	3/4	1	1	1/16		1/16	1	3486			
269	269	3/16	3/16	3/4	1	1	1/16		1/16	1	3487			
269	269	1/4	1/4	3/4	1	1	1/16		1/16	1	3488			
269	269	5/16	5/16	3/4	1	1	1/16		1/16	1	3489			
269	269	3/8	3/8	3/4	1	1	1/16		1/16	1	3490			
269	269	7/16	7/16	3/4	1	1	1/16		1/16	1	3491			
269	269	1/2	1/2	3/4	1	1	1/16		1/16	1	3492			
269	269	9/16	9/16	3/4	1	1	1/16		1/16	1	3493			
269	269	5/8	5/8	3/4	1	1	1/16		1/16	1	3494			
