mc	mn	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text
37	37	0	0	3/4	1	1	3/4		1/2	3/2	376			
37	37	0	0	3/4	2	1	3/4		1/2	3/2	377			
37	37	0	0	3/4	3	1	1/8		1/8	1	378			
37	37	1/8	1/8	3/4	3	1	1/8		1/8	1	379			
37	37	1/4	1/4	3/4	3	1	1/8		1/8	1	380			
37	37	3/8	3/8	3/4	3	1	1/8		1/8	1	381			
37	37	1/2	1/2	3/4	3	1	1/8		1/8	1	382			
37	37	5/8	5/8	3/4	3	1	1/8		1/8	1	383			
37	37	0	0	3/4	4	1	1/4		1/4	1	384		articStaccatoBelow	
37	37	1/4	1/4	3/4	4	1	1/4		1/4	1	385		articStaccatoBelow	
37	37	1/2	1/2	3/4	4	1	1/4		1/4	1	386		articStaccatoBelow	
38	38	0	0	3/4	1	1	1/8		1/8	1	387			
38	38	1/8	1/8	3/4	1	1	1/16		1/16	1	388			
38	38	3/16	3/16	3/4	1	1	1/16		1/16	1	389			
38	38	1/4	1/4	3/4	1	1	1/16		1/16	1	390			
38	38	5/16	5/16	3/4	1	1	1/16		1/16	1	391			
38	38	3/8	3/8	3/4	1	1	1/16		1/16	1	392			
38	38	7/16	7/16	3/4	1	1	1/16		1/16	1	393			
38	38	1/2	1/2	3/4	1	1	1/16		1/16	1	394			
38	38	9/16	9/16	3/4	1	1	1/16		1/16	1	395			
38	38	5/8	5/8	3/4	1	1	1/16		1/16	1	396			
38	38	11/16	11/16	3/4	1	1	1/16		1/16	1	397			
38	38	0	0	3/4	2	1	3/4		1/2	3/2	398			
38	38	0	0	3/4	3	1	1/8		1/8	1	399			
38	38	1/8	1/8	3/4	3	1	1/8		1/8	1	400			
38	38	1/4	1/4	3/4	3	1	1/8		1/8	1	401			
38	38	3/8	3/8	3/4	3	1	1/8		1/8	1	402			
38	38	1/2	1/2	3/4	3	1	1/8		1/8	1	403			
38	38	5/8	5/8	3/4	3	1	1/8		1/8	1	404			
38	38	0	0	3/4	4	1	1/4		1/4	1	405			
39	39	0	0	3/4	1	1	3/4		1/2	3/2	406			
39	39	0	0	3/4	2	1	3/4		1/2	3/2	407			
39	39	0	0	3/4	3	1	1/8		1/8	1	408			
39	39	1/8	1/8	3/4	3	1	1/8		1/8	1	409			
39	39	1/4	1/4	3/4	3	1	1/8		1/8	1	410			
39	39	3/8	3/8	3/4	3	1	1/8		1/8	1	411			
39	39	1/2	1/2	3/4	3	1	1/8		1/8	1	412			
39	39	5/8	5/8	3/4	3	1	1/8		1/8	1	413			
39	39	0	0	3/4	4	1	1/4		1/4	1	414			
39	39	1/4	1/4	3/4	4	1	1/4		1/4	1	415		articStaccatoBelow	
39	39	1/2	1/2	3/4	4	1	1/4		1/4	1	416		articStaccatoBelow	
40	40	0	0	3/4	1	1	1/8		1/8	1	417			
40	40	1/8	1/8	3/4	1	1	1/16		1/16	1	418			
40	40	3/16	3/16	3/4	1	1	1/16		1/16	1	419			
40	40	1/4	1/4	3/4	1	1	1/16		1/16	1	420			
40	40	5/16	5/16	3/4	1	1	1/16		1/16	1	421			
40	40	3/8	3/8	3/4	1	1	1/16		1/16	1	422			
40	40	7/16	7/16	3/4	1	1	1/16		1/16	1	423			
40	40	1/2	1/2	3/4	1	1	1/16		1/16	1	424			
40	40	9/16	9/16	3/4	1	1	1/16		1/16	1	425			
40	40	5/8	5/8	3/4	1	1	1/16		1/16	1	426			
40	40	11/16	11/16	3/4	1	1	1/16		1/16	1	427			
40	40	0	0	3/4	2	1	3/4		1/2	3/2	428			
40	40	0	0	3/4	3	1	1/8		1/8	1	429			
40	40	1/8	1/8	3/4	3	1	1/8		1/8	1	430			
40	40	1/4	1/4	3/4	3	1	1/8		1/8	1	431			
40	40	3/8	3/8	3/4	3	1	1/8		1/8	1	432			
40	40	1/2	1/2	3/4	3	1	1/8		1/8	1	433			
40	40	5/8	5/8	3/4	3	1	1/8		1/8	1	434			
40	40	0	0	3/4	4	1	1/4		1/4	1	435			
41	41	0	0	3/4	1	1	0					pp		
41	41	0	0	3/4	1	1	3/4		1/2	3/2	436			
41	41	0	0	3/4	2	1	0					pp		
41	41	0	0	3/4	2	1	3/4		1/2	3/2	437			
41	41	0	0	3/4	3	1	0					pp		
41	41	0	0	3/4	3	1	3/8		1/4	3/2	438			
41	41	3/8	3/8	3/4	3	1	1/16		1/16	1	439			
41	41	7/16	7/16	3/4	3	1	1/16		1/16	1	440			
41	41	1/2	1/2	3/4	3	1	1/8		1/8	1	441		articStaccatoBelow	
41	41	5/8	5/8	3/4	3	1	1/8		1/8	1	442		articStaccatoBelow	
41	41	0	0	3/4	4	1	0					pp		
41	41	0	0	3/4	4	1	3/4		1/2	3/2	443			
42	42	0	0	3/4	1	1	3/8		1/4	3/2	444			
42	42	3/8	3/8	3/4	1	1	1/16		1/16	1	445			
42	42	7/16	7/16	3/4	1	1	1/16		1/16	1	446			
42	42	1/2	1/2	3/4	1	1	1/8		1/8	1	447		articStaccatoAbove	
42	42	5/8	5/8	3/4	1	1	1/8		1/8	1	448		articStaccatoAbove	
42	42	0	0	3/4	2	1	1/4		1/4	1	449			
42	42	1/4	1/4	3/4	2	1	1/4		1/4	1	450		articStaccatoBelow	
42	42	1/2	1/2	3/4	2	1	1/4		1/4	1	451		articStaccatoBelow	
42	42	0	0	3/4	3	1	3/4		1/2	3/2	452			
42	42	0	0	3/4	4	1	3/4		1/2	3/2	453			
43	43	0	0	3/4	1	1	3/8		1/4	3/2	454			
43	43	3/8	3/8	3/4	1	1	1/8		1/8	1	455			
43	43	1/2	1/2	3/4	1	1	1/8		1/8	1	456		articStaccatoAbove	
43	43	5/8	5/8	3/4	1	1	1/8		1/8	1	457		articStaccatoAbove	
43	43	0	0	3/4	2	1	3/4		1/2	3/2	458			
43	43	0	0	3/4	3	1	3/8		1/4	3/2	459			
43	43	3/8	3/8	3/4	3	1	1/16		1/16	1	460			
43	43	7/16	7/16	3/4	3	1	1/16		1/16	1	461			
43	43	1/2	1/2	3/4	3	1	1/8		1/8	1	462		articStaccatoBelow	
43	43	5/8	5/8	3/4	3	1	1/8		1/8	1	463		articStaccatoBelow	
43	43	0	0	3/4	4	1	3/4		1/2	3/2	464			
44	44	0	0	3/4	1	1	1/4		1/4	1	465			
44	44	3/8	3/8	3/4	1	1	1/16		1/16	1	466			
44	44	7/16	7/16	3/4	1	1	1/16		1/16	1	467			
44	44	1/2	1/2	3/4	1	1	1/8		1/8	1	468		articStaccatoAbove	
44	44	5/8	5/8	3/4	1	1	1/8		1/8	1	469		articStaccatoAbove	
44	44	0	0	3/4	2	1	1/4		1/4	1	470			
44	44	1/4	1/4	3/4	2	1	1/4		1/4	1	471		articStaccatoBelow	
44	44	1/2	1/2	3/4	2	1	1/4		1/4	1	472		articStaccatoBelow	
44	44	0	0	3/4	3	1	3/4		1/2	3/2	473			
44	44	0	0	3/4	4	1	3/4		1/2	3/2	474			
45	45	0	0	3/4	1	1	3/8		1/4	3/2	475			
45	45	3/8	3/8	3/4	1	1	1/8		1/8	1	476			
45	45	1/2	1/2	3/4	1	1	1/8		1/8	1	477		articStaccatoAbove	
45	45	5/8	5/8	3/4	1	1	1/8		1/8	1	478		articStaccatoAbove	
45	45	0	0	3/4	2	1	3/4		1/2	3/2	479			
45	45	0	0	3/4	3	1	3/8		1/4	3/2	480			
45	45	3/8	3/8	3/4	3	1	1/16		1/16	1	481			
45	45	7/16	7/16	3/4	3	1	1/16		1/16	1	482			
45	45	1/2	1/2	3/4	3	1	1/8		1/8	1	483		articStaccatoBelow	
45	45	5/8	5/8	3/4	3	1	1/8		1/8	1	484		articStaccatoBelow	
45	45	0	0	3/4	4	1	3/4		1/2	3/2	485			
46	46	0	0	3/4	1	1	1/4		1/4	1	486			
46	46	3/8	3/8	3/4	1	1	0							
46	46	3/8	3/8	3/4	1	1	1/16		1/16	1	487			
46	46	7/16	7/16	3/4	1	1	1/16		1/16	1	488			
46	46	1/2	1/2	3/4	1	1	1/8		1/8	1	489		articStaccatoAbove	
46	46	5/8	5/8	3/4	1	1	1/8		1/8	1	490		articStaccatoAbove	
46	46	0	0	3/4	2	1	1/4		1/4	1	491			
46	46	1/4	1/4	3/4	2	1	0							
46	46	1/4	1/4	3/4	2	1	1/4		1/4	1	492		articStaccatoBelow	
46	46	1/2	1/2	3/4	2	1	1/4		1/4	1	493		articStaccatoBelow	
46	46	0	0	3/4	3	1	1/4		1/4	1	494			
46	46	1/4	1/4	3/4	3	1	0							
46	46	1/4	1/4	3/4	3	1	1/4		1/4	1	495			
46	46	1/2	1/2	3/4	3	1	1/4		1/4	1	496			
46	46	0	0	3/4	4	1	1/4		1/4	1	497		articStaccatoBelow	
46	46	1/4	1/4	3/4	4	1	0							
46	46	1/4	1/4	3/4	4	1	1/4		1/4	1	498		articStaccatoBelow	
46	46	1/2	1/2	3/4	4	1	1/4		1/4	1	499		articStaccatoBelow	
47	47	0	0	3/4	1	1	0					sf		
47	47	0	0	3/4	1	1	3/4		1/2	3/2	500			
47	47	0	0	3/4	2	1	0					sf		
47	47	0	0	3/4	2	1	3/4		1/2	3/2	501			
47	47	0	0	3/4	3	1	0					sf		
47	47	0	0	3/4	3	1	3/4		1/2	3/2	502			
47	47	0	0	3/4	4	1	0					sf		
47	47	0	0	3/4	4	1	3/4		1/2	3/2	503			
48	48	0	0	3/4	1	1	0					f		
48	48	0	0	3/4	1	1	1/4		1/4	1	504		articStaccatoAbove	
48	48	1/4	1/4	3/4	1	1	1/4		1/4	1	505		articStaccatoAbove	
48	48	1/2	1/2	3/4	1	1	1/4		1/4	1	506		articStaccatoAbove	
48	48	0	0	3/4	2	1	0					f		
48	48	0	0	3/4	2	1	1/4		1/4	1	507		articStaccatoBelow	
48	48	1/4	1/4	3/4	2	1	1/4		1/4	1	508		articStaccatoBelow	
48	48	1/2	1/2	3/4	2	1	1/4		1/4	1	509		articStaccatoBelow	
48	48	0	0	3/4	3	1	0					f		
48	48	0	0	3/4	3	1	1/4		1/4	1	510		articStaccatoAbove	
48	48	1/4	1/4	3/4	3	1	1/4		1/4	1	511		articStaccatoAbove	
48	48	1/2	1/2	3/4	3	1	1/4		1/4	1	512		articStaccatoAbove	
48	48	0	0	3/4	4	1	0					f		
48	48	0	0	3/4	4	1	1/4		1/4	1	513		articStaccatoAbove	
48	48	1/4	1/4	3/4	4	1	1/4		1/4	1	514		articStaccatoAbove	
48	48	1/2	1/2	3/4	4	1	1/4		1/4	1	515		articStaccatoAbove	
49	49	0	0	3/4	1	1	1/16		1/16	1	516			
49	49	1/16	1/16	3/4	1	1	0					p		
49	49	1/16	1/16	3/4	1	1	1/16		1/16	1	517		articStaccatoBelow	
49	49	1/8	1/8	3/4	1	1	1/16		1/16	1	518		articStaccatoBelow	
49	49	3/16	3/16	3/4	1	1	1/16		1/16	1	519		articStaccatoBelow	
49	49	1/4	1/4	3/4	1	1	1/16		1/16	1	520		articStaccatoAbove	
49	49	5/16	5/16	3/4	1	1	1/16		1/16	1	521		articStaccatoAbove	
49	49	3/8	3/8	3/4	1	1	1/16		1/16	1	522		articStaccatoAbove	
49	49	7/16	7/16	3/4	1	1	1/16		1/16	1	523		articStaccatoAbove	
49	49	1/2	1/2	3/4	1	1	1/16		1/16	1	524		articStaccatoAbove	
49	49	9/16	9/16	3/4	1	1	1/16		1/16	1	525		articStaccatoAbove	
49	49	5/8	5/8	3/4	1	1	1/16		1/16	1	526		articStaccatoAbove	
49	49	11/16	11/16	3/4	1	1	1/16		1/16	1	527		articStaccatoAbove	
49	49	0	0	3/4	2	1	1/4		1/4	1	528			
49	49	3/8	3/8	3/4	2	1	0					p		
49	49	3/8	3/8	3/4	2	1	1/8		1/8	1	529		articStaccatoBelow	
49	49	1/2	1/2	3/4	2	1	1/8		1/8	1	530		articStaccatoBelow	
49	49	5/8	5/8	3/4	2	1	1/8		1/8	1	531		articStaccatoBelow	
49	49	0	0	3/4	3	1	1/4		1/4	1	532			
49	49	3/8	3/8	3/4	3	1	0					p		
49	49	3/8	3/8	3/4	3	1	1/8		1/8	1	533		articStaccatoBelow	
49	49	1/2	1/2	3/4	3	1	1/8		1/8	1	534		articStaccatoBelow	
49	49	5/8	5/8	3/4	3	1	1/8		1/8	1	535		articStaccatoBelow	
49	49	0	0	3/4	4	1	1/4		1/4	1	536			
50	50	0	0	3/4	1	1	1/4		1/4	1	537			
50	50	3/8	3/8	3/4	1	1	1/8		1/8	1	538		articStaccatoAbove	
50	50	1/2	1/2	3/4	1	1	1/8		1/8	1	539		articStaccatoAbove	
50	50	5/8	5/8	3/4	1	1	1/8		1/8	1	540		articStaccatoAbove	
50	50	0	0	3/4	2	1	1/4		1/4	1	541			
50	50	3/8	3/8	3/4	2	1	1/8		1/8	1	542		articStaccatoAbove	
50	50	1/2	1/2	3/4	2	1	1/8		1/8	1	543		articStaccatoAbove	
50	50	5/8	5/8	3/4	2	1	1/8		1/8	1	544		articStaccatoAbove	
50	50	0	0	3/4	3	1	1/4		1/4	1	545			
50	50	3/8	3/8	3/4	3	1	1/8		1/8	1	546		articStaccatoAbove	
50	50	1/2	1/2	3/4	3	1	1/8		1/8	1	547		articStaccatoAbove	
50	50	5/8	5/8	3/4	3	1	1/8		1/8	1	548		articStaccatoAbove	
50	50	0	0	3/4	4	1	1/16		1/16	1	549		articStaccatoBelow	
50	50	1/16	1/16	3/4	4	1	1/16		1/16	1	550		articStaccatoBelow	
50	50	1/8	1/8	3/4	4	1	1/16		1/16	1	551		articStaccatoBelow	
50	50	3/16	3/16	3/4	4	1	1/16		1/16	1	552		articStaccatoBelow	
50	50	1/4	1/4	3/4	4	1	1/16		1/16	1	553		articStaccatoAbove	
50	50	5/16	5/16	3/4	4	1	1/16		1/16	1	554		articStaccatoAbove	
50	50	3/8	3/8	3/4	4	1	1/16		1/16	1	555		articStaccatoAbove	
50	50	7/16	7/16	3/4	4	1	1/16		1/16	1	556		articStaccatoAbove	
50	50	1/2	1/2	3/4	4	1	1/16		1/16	1	557		articStaccatoAbove	
50	50	9/16	9/16	3/4	4	1	1/16		1/16	1	558		articStaccatoAbove	
50	50	5/8	5/8	3/4	4	1	1/16		1/16	1	559		articStaccatoAbove	
50	50	11/16	11/16	3/4	4	1	1/16		1/16	1	560		articStaccatoAbove	
51	51	0	0	3/4	1	1	1/16		1/16	1	561			
51	51	1/16	1/16	3/4	1	1	0							
51	51	1/16	1/16	3/4	1	1	1/16		1/16	1	562			
51	51	1/8	1/8	3/4	1	1	1/16		1/16	1	563			
51	51	3/16	3/16	3/4	1	1	1/16		1/16	1	564			
51	51	1/4	1/4	3/4	1	1	1/16		1/16	1	565			
51	51	5/16	5/16	3/4	1	1	1/16		1/16	1	566			
51	51	3/8	3/8	3/4	1	1	1/16		1/16	1	567			
51	51	7/16	7/16	3/4	1	1	1/16		1/16	1	568			
51	51	1/2	1/2	3/4	1	1	1/16		1/16	1	569			
51	51	9/16	9/16	3/4	1	1	1/16		1/16	1	570			
51	51	5/8	5/8	3/4	1	1	1/16		1/16	1	571			
51	51	11/16	11/16	3/4	1	1	1/16		1/16	1	572			
51	51	0	0	3/4	2	1	1/4		1/4	1	573			
51	51	3/8	3/8	3/4	2	1	1/8		1/8	1	574		articStaccatoBelow	
51	51	1/2	1/2	3/4	2	1	0							
51	51	1/2	1/2	3/4	2	1	1/8		1/8	1	575		articStaccatoBelow	
51	51	5/8	5/8	3/4	2	1	1/8		1/8	1	576		articStaccatoBelow	
51	51	0	0	3/4	3	1	1/4		1/4	1	577			
51	51	3/8	3/8	3/4	3	1	1/8		1/8	1	578		articStaccatoBelow	
51	51	1/2	1/2	3/4	3	1	0							
51	51	1/2	1/2	3/4	3	1	1/8		1/8	1	579		articStaccatoBelow	
51	51	5/8	5/8	3/4	3	1	1/8		1/8	1	580		articStaccatoBelow	
51	51	0	0	3/4	4	1	1/4		1/4	1	581			
52	52	0	0	3/4	1	1	1/4		1/4	1	582			
52	52	3/8	3/8	3/4	1	1	1/8		1/8	1	583		articStaccatoAbove	
52	52	1/2	1/2	3/4	1	1	1/8		1/8	1	584		articStaccatoAbove	
52	52	5/8	5/8	3/4	1	1	1/8		1/8	1	585		articStaccatoAbove	
52	52	0	0	3/4	2	1	1/4		1/4	1	586			
52	52	3/8	3/8	3/4	2	1	1/8		1/8	1	587		articStaccatoAbove	
52	52	1/2	1/2	3/4	2	1	1/8		1/8	1	588		articStaccatoAbove	
52	52	5/8	5/8	3/4	2	1	1/8		1/8	1	589		articStaccatoAbove	
52	52	0	0	3/4	3	1	1/4		1/4	1	590			
52	52	3/8	3/8	3/4	3	1	1/8		1/8	1	591		articStaccatoAbove	
52	52	1/2	1/2	3/4	3	1	1/8		1/8	1	592		articStaccatoAbove	
52	52	5/8	5/8	3/4	3	1	1/8		1/8	1	593		articStaccatoAbove	
52	52	0	0	3/4	4	1	1/16		1/16	1	594		articStaccatoBelow	
52	52	1/16	1/16	3/4	4	1	1/16		1/16	1	595		articStaccatoBelow	
52	52	1/8	1/8	3/4	4	1	1/16		1/16	1	596		articStaccatoBelow	
52	52	3/16	3/16	3/4	4	1	1/16		1/16	1	597		articStaccatoBelow	
52	52	1/4	1/4	3/4	4	1	1/16		1/16	1	598			
52	52	5/16	5/16	3/4	4	1	1/16		1/16	1	599		articStaccatoAbove	
52	52	3/8	3/8	3/4	4	1	1/16		1/16	1	600		articStaccatoAbove	
52	52	7/16	7/16	3/4	4	1	1/16		1/16	1	601		articStaccatoAbove	
52	52	1/2	1/2	3/4	4	1	1/16		1/16	1	602		articStaccatoAbove	
52	52	9/16	9/16	3/4	4	1	1/16		1/16	1	603		articStaccatoAbove	
52	52	5/8	5/8	3/4	4	1	1/16		1/16	1	604		articStaccatoAbove	
52	52	11/16	11/16	3/4	4	1	1/16		1/16	1	605		articStaccatoAbove	
53	53	0	0	3/4	1	1	1/8		1/8	1	606			
53	53	1/8	1/8	3/4	1	1	1/16		1/16	1	607			
53	53	3/16	3/16	3/4	1	1	0							
53	53	3/16	3/16	3/4	1	1	1/16		1/16	1	608			
53	53	1/4	1/4	3/4	1	1	1/16		1/16	1	609			
53	53	5/16	5/16	3/4	1	1	1/16		1/16	1	610			
53	53	3/8	3/8	3/4	1	1	1/16		1/16	1	611			
53	53	7/16	7/16	3/4	1	1	1/16		1/16	1	612			
53	53	1/2	1/2	3/4	1	1	1/16		1/16	1	613			
53	53	9/16	9/16	3/4	1	1	1/16		1/16	1	614			
53	53	5/8	5/8	3/4	1	1	1/16		1/16	1	615			
53	53	11/16	11/16	3/4	1	1	1/16		1/16	1	616			
53	53	0	0	3/4	2	1	1/4		1/4	1	617			
53	53	3/8	3/8	3/4	2	1	0							
53	53	3/8	3/8	3/4	2	1	1/8		1/8	1	618		articStaccatoAbove	
53	53	1/2	1/2	3/4	2	1	1/8		1/8	1	619		articStaccatoAbove	
53	53	5/8	5/8	3/4	2	1	1/8		1/8	1	620		articStaccatoAbove	
53	53	0	0	3/4	3	1	1/4		1/4	1	621			
53	53	3/8	3/8	3/4	3	1	0							
53	53	3/8	3/8	3/4	3	1	1/8		1/8	1	622		articStaccatoBelow	
53	53	1/2	1/2	3/4	3	1	1/8		1/8	1	623		articStaccatoBelow	
53	53	5/8	5/8	3/4	3	1	1/8		1/8	1	624		articStaccatoBelow	
53	53	0	0	3/4	4	1	1/4		1/4	1	625			
53	53	3/8	3/8	3/4	4	1	0							
53	53	3/8	3/8	3/4	4	1	1/8		1/8	1	626		articStaccatoAbove	
53	53	1/2	1/2	3/4	4	1	1/8		1/8	1	627		articStaccatoAbove	
53	53	5/8	5/8	3/4	4	1	1/8		1/8	1	628		articStaccatoAbove	
54	54	0	0	3/4	1	1	0					ff		
54	54	0	0	3/4	1	1	1/16		1/16	1	629			
54	54	1/16	1/16	3/4	1	1	1/16		1/16	1	630			
54	54	1/8	1/8	3/4	1	1	1/16		1/16	1	631			
54	54	3/16	3/16	3/4	1	1	1/16		1/16	1	632			
54	54	1/4	1/4	3/4	1	1	1/16		1/16	1	633			
54	54	5/16	5/16	3/4	1	1	1/16		1/16	1	634			
54	54	3/8	3/8	3/4	1	1	1/16		1/16	1	635			
54	54	7/16	7/16	3/4	1	1	1/16		1/16	1	636			
54	54	1/2	1/2	3/4	1	1	1/16		1/16	1	637			
54	54	9/16	9/16	3/4	1	1	1/16		1/16	1	638			
54	54	5/8	5/8	3/4	1	1	1/16		1/16	1	639			
54	54	11/16	11/16	3/4	1	1	1/16		1/16	1	640			
54	54	0	0	3/4	2	1	0					ff		
54	54	0	0	3/4	2	1	1/16		1/16	1	641			
54	54	1/16	1/16	3/4	2	1	1/16		1/16	1	642			
54	54	1/8	1/8	3/4	2	1	1/16		1/16	1	643			
54	54	3/16	3/16	3/4	2	1	1/16		1/16	1	644			
54	54	1/4	1/4	3/4	2	1	1/16		1/16	1	645			
54	54	5/16	5/16	3/4	2	1	1/16		1/16	1	646			
54	54	3/8	3/8	3/4	2	1	1/16		1/16	1	647			
54	54	7/16	7/16	3/4	2	1	1/16		1/16	1	648			
54	54	1/2	1/2	3/4	2	1	1/16		1/16	1	649			
54	54	9/16	9/16	3/4	2	1	1/16		1/16	1	650			
54	54	5/8	5/8	3/4	2	1	1/16		1/16	1	651			
54	54	11/16	11/16	3/4	2	1	1/16		1/16	1	652			
54	54	0	0	3/4	3	1	0					ff		
54	54	0	0	3/4	3	1	1/16		1/16	1	653			
54	54	1/16	1/16	3/4	3	1	1/16		1/16	1	654			
54	54	1/8	1/8	3/4	3	1	1/16		1/16	1	655			
54	54	3/16	3/16	3/4	3	1	1/16		1/16	1	656			
54	54	1/4	1/4	3/4	3	1	1/16		1/16	1	657			
54	54	5/16	5/16	3/4	3	1	1/16		1/16	1	658			
54	54	3/8	3/8	3/4	3	1	1/16		1/16	1	659			
54	54	7/16	7/16	3/4	3	1	1/16		1/16	1	660			
54	54	1/2	1/2	3/4	3	1	1/16		1/16	1	661			
54	54	9/16	9/16	3/4	3	1	1/16		1/16	1	662			
54	54	5/8	5/8	3/4	3	1	1/16		1/16	1	663			
54	54	11/16	11/16	3/4	3	1	1/16		1/16	1	664			
54	54	0	0	3/4	4	1	0					ff		
54	54	0	0	3/4	4	1	1/16		1/16	1	665		articStaccatoBelow	
54	54	1/16	1/16	3/4	4	1	1/16		1/16	1	666		articStaccatoBelow	
54	54	1/8	1/8	3/4	4	1	1/16		1/16	1	667		articStaccatoBelow	
54	54	3/16	3/16	3/4	4	1	1/16		1/16	1	668		articStaccatoBelow	
54	54	1/4	1/4	3/4	4	1	1/16		1/16	1	669		articStaccatoAbove	
54	54	5/16	5/16	3/4	4	1	1/16		1/16	1	670		articStaccatoAbove	
54	54	3/8	3/8	3/4	4	1	1/16		1/16	1	671			
54	54	7/16	7/16	3/4	4	1	1/16		1/16	1	672		articStaccatoAbove	
54	54	1/2	1/2	3/4	4	1	1/16		1/16	1	673			
54	54	9/16	9/16	3/4	4	1	1/16		1/16	1	674		articStaccatoAbove	
54	54	5/8	5/8	3/4	4	1	1/16		1/16	1	675		articStaccatoAbove	
54	54	11/16	11/16	3/4	4	1	1/16		1/16	1	676		articStaccatoAbove	
55	55	0	0	3/4	1	1	1/8		1/8	1	677			
55	55	1/8	1/8	3/4	1	1	1/4		1/4	1	678			
55	55	3/8	3/8	3/4	1	1	1/4		1/4	1	679			
55	55	5/8	5/8	3/4	1	1	1/8		1/8	1	680			
55	55	0	0	3/4	2	1	1/4		1/4	1	681			
55	55	0	0	3/4	3	1	1/4		1/4	1	682			
55	55	0	0	3/4	4	1	1/4		1/4	1	683			
56	56	0	0	3/4	1	1	1/8		1/8	1	684			
56	56	1/8	1/8	3/4	1	1	0							
56	56	1/8	1/8	3/4	1	1	1/4		1/4	1	685			
56	56	3/8	3/8	3/4	1	1	1/4		1/4	1	686			
56	56	5/8	5/8	3/4	1	1	1/8		1/8	1	687			
57	57	0	0	3/4	1	1	1/8		1/8	1	688			
57	57	1/8	1/8	3/4	1	1	0					p		
57	57	1/8	1/8	3/4	1	1	1/8		1/8	1	689			
57	57	1/4	1/4	3/4	1	1	1/8		1/8	1	690			
57	57	3/8	3/8	3/4	1	1	1/8		1/8	1	691			
57	57	1/2	1/2	3/4	1	1	1/8		1/8	1	692			
57	57	5/8	5/8	3/4	1	1	1/8		1/8	1	693			
58	58	0	0	3/4	1	1	1/8		1/8	1	694			
58	58	1/8	1/8	3/4	1	1	1/8		1/8	1	695			
58	58	1/4	1/4	3/4	1	1	1/8		1/8	1	696			
58	58	3/8	3/8	3/4	1	1	1/8		1/8	1	697			
58	58	1/2	1/2	3/4	1	1	1/8		1/8	1	698			
58	58	5/8	5/8	3/4	1	1	1/8		1/8	1	699			
58	58	1/2	1/2	3/4	2	1	1/8		1/8	1	700		articStaccatoBelow	
58	58	5/8	5/8	3/4	2	1	0					p		
58	58	5/8	5/8	3/4	2	1	1/8		1/8	1	701			
58	58	1/2	1/2	3/4	3	1	1/8		1/8	1	702		articStaccatoAbove	
58	58	5/8	5/8	3/4	3	1	0					p		
58	58	5/8	5/8	3/4	3	1	1/8		1/8	1	703			
59	59	0	0	3/4	1	1	1/8		1/8	1	704			
59	59	1/8	1/8	3/4	1	1	1/8		1/8	1	705			
59	59	1/4	1/4	3/4	1	1	1/8		1/8	1	706			
59	59	3/8	3/8	3/4	1	1	1/8		1/8	1	707			
59	59	1/2	1/2	3/4	1	1	1/8		1/8	1	708			
59	59	5/8	5/8	3/4	1	1	1/8		1/8	1	709			
59	59	0	0	3/4	2	1	1/8		1/8	1	710			
59	59	1/8	1/8	3/4	2	1	1/8		1/8	1	711			
59	59	1/4	1/4	3/4	2	1	1/8		1/8	1	712			
59	59	3/8	3/8	3/4	2	1	1/8		1/8	1	713			
59	59	1/2	1/2	3/4	2	1	1/8		1/8	1	714			
59	59	5/8	5/8	3/4	2	1	1/8		1/8	1	715			
59	59	0	0	3/4	3	1	1/8		1/8	1	716			
59	59	1/8	1/8	3/4	3	1	1/8		1/8	1	717			
59	59	1/4	1/4	3/4	3	1	1/8		1/8	1	718			
59	59	3/8	3/8	3/4	3	1	1/8		1/8	1	719			
59	59	1/2	1/2	3/4	3	1	1/8		1/8	1	720			
59	59	5/8	5/8	3/4	3	1	1/8		1/8	1	721			
60	60	0	0	3/4	1	1	1/4		1/4	1	722			
60	60	1/4	1/4	3/4	1	1	1/4		1/4	1	723			
60	60	0	0	3/4	2	1	1/4		1/4	1	724			
60	60	1/4	1/4	3/4	2	1	1/4		1/4	1	725			
60	60	0	0	3/4	3	1	1/2		1/2	1	726			
60	60	1/2	1/2	3/4	3	1	1/8		1/8	1	727		articStaccatoAbove	
60	60	5/8	5/8	3/4	3	1	1/8		1/8	1	728			
61	61	0	0	3/4	3	1	1/8		1/8	1	729			
61	61	1/8	1/8	3/4	3	1	1/8		1/8	1	730			
61	61	1/4	1/4	3/4	3	1	1/8		1/8	1	731			
61	61	3/8	3/8	3/4	3	1	1/8		1/8	1	732			
61	61	1/2	1/2	3/4	3	1	1/8		1/8	1	733			
61	61	5/8	5/8	3/4	3	1	1/8		1/8	1	734			
62	62	1/2	1/2	3/4	1	1	1/4		1/4	1	735			
62	62	1/2	1/2	3/4	2	1	1/4		1/4	1	736			
62	62	0	0	3/4	3	1	1/8		1/8	1	737			
62	62	1/8	1/8	3/4	3	1	1/8		1/8	1	738			
62	62	1/4	1/4	3/4	3	1	1/8		1/8	1	739			
62	62	3/8	3/8	3/4	3	1	1/8		1/8	1	740			
62	62	1/2	1/2	3/4	3	1	1/8		1/8	1	741			
62	62	5/8	5/8	3/4	3	1	1/8		1/8	1	742			
63	63	0	0	3/4	1	1	1/4		1/4	1	743			
63	63	1/4	1/4	3/4	1	1	1/4		1/4	1	744			
